lanskod;lan_namn;kommunkod;kommunnamn;tatortskod;tatort;area_ha;bef
24;Västerbotten;2404;Vindeln;T8356;Tvärålund;109;338
24;Västerbotten;2463;Åsele;T8400;Åsele;231;1706
24;Västerbotten;2404;Vindeln;T8380;Vindeln;272;2403
24;Västerbotten;2409;Robertsfors;T8292;Robertsfors;213;2030
24;Västerbotten;2404;Vindeln;T8188;Granö;74;211
24;Västerbotten;2480;Umeå;T8136;Botsmark;39;201
24;Västerbotten;2404;Vindeln;T8204;Hällnäs;81;230
24;Västerbotten;2409;Robertsfors;T8396;Ånäset;138;603
24;Västerbotten;2482;Skellefteå;T8156;Bygdsiljum;97;333
24;Västerbotten;2482;Skellefteå;T8240;Lövånger;165;810
23;Jämtland;2313;Strömsund;T7840;Gäddede;78;312
24;Västerbotten;2481;Lycksele;T8194;Hedlunda;54;205
24;Västerbotten;2482;Skellefteå;T8148;Burträsk;190;1573
24;Västerbotten;2462;Vilhelmina;T8376;Vilhelmina;329;3572
24;Västerbotten;2481;Lycksele;T8232;Lycksele;727;8545
24;Västerbotten;2482;Skellefteå;T8144;Bureå;392;2533
24;Västerbotten;2482;Skellefteå;T8408;Örviken;114;399
24;Västerbotten;2482;Skellefteå;T8308;Skelleftehamn;251;3069
24;Västerbotten;2482;Skellefteå;T8342;Södra Bergsbyn och Stackgrönnan;67;342
24;Västerbotten;2482;Skellefteå;T8218;Klutmark;72;207
24;Västerbotten;2482;Skellefteå;T8310;Ursviken;331;3913
24;Västerbotten;2482;Skellefteå;T8248;Medle;153;543
24;Västerbotten;2481;Lycksele;T8300;Rusksele;70;201
24;Västerbotten;2482;Skellefteå;T8252;Myckle;106;416
24;Västerbotten;2417;Norsjö;T8112;Bastuträsk;90;405
24;Västerbotten;2482;Skellefteå;T8312;Skellefteå;2482;35516
24;Västerbotten;2482;Skellefteå;T8228;Kåge;271;2376
24;Västerbotten;2482;Skellefteå;T8172;Ersmark;130;875
24;Västerbotten;2482;Skellefteå;T8132;Boliden;142;1661
24;Västerbotten;2417;Norsjö;T8268;Norsjö;252;2057
24;Västerbotten;2482;Skellefteå;T8224;Kusmark;121;448
24;Västerbotten;2482;Skellefteå;T8284;Ostvik;139;537
24;Västerbotten;2482;Skellefteå;T8340;Drängsmark;63;345
24;Västerbotten;2421;Storuman;T8320;Stensele;107;500
24;Västerbotten;2482;Skellefteå;T8160;Byske;326;1785
24;Västerbotten;2421;Storuman;T8324;Storuman;259;2188
24;Västerbotten;2482;Skellefteå;T8212;Jörn;176;777
24;Västerbotten;2418;Malå;T8244;Malå;252;2043
25;Norrbotten;2581;Piteå;T8648;Jävre;166;574
25;Norrbotten;2505;Arvidsjaur;T8584;Glommersträsk;90;231
25;Norrbotten;2581;Piteå;T8616;Hemmingsmark;85;366
25;Norrbotten;2581;Piteå;T8540;Blåsmark;57;299
25;Norrbotten;2581;Piteå;T8620;Hortlax;114;1128
25;Norrbotten;2581;Piteå;T8876;Svensbyn;58;345
25;Norrbotten;2581;Piteå;T8536;Bergsviken;209;2251
25;Norrbotten;2581;Piteå;T8870;Svartudden;34;478
25;Norrbotten;2581;Piteå;T8816;Roknäs;321;1259
25;Norrbotten;2581;Piteå;T8792;Piteå;2352;23067
25;Norrbotten;2581;Piteå;T8720;Lillpite;132;385
25;Norrbotten;2581;Piteå;T8568;Böle;65;344
25;Norrbotten;2581;Piteå;T8684;Kopparnäs;70;225
24;Västerbotten;2422;Sorsele;T8316;Sorsele;192;1175
25;Norrbotten;2581;Piteå;T8776;Norrfjärden;251;1562
25;Norrbotten;2581;Piteå;T8824;Rosvik;319;1848
25;Norrbotten;2581;Piteå;T8846;Sjulsmark;73;353
25;Norrbotten;2505;Arvidsjaur;T8516;Arvidsjaur;427;4655
25;Norrbotten;2580;Luleå;T8576;Ersnäs;133;478
25;Norrbotten;2580;Luleå;T8658;Kallax;180;461
25;Norrbotten;2580;Luleå;T8752;Måttsund;126;589
25;Norrbotten;2580;Luleå;T8508;Antnäs;111;889
24;Västerbotten;2421;Storuman;T8364;Tärnaby;159;492
25;Norrbotten;2580;Luleå;T8504;Alvik;178;831
25;Norrbotten;2580;Luleå;T8532;Bergnäset;294;3604
25;Norrbotten;2580;Luleå;T8670;Karlsvik;33;255
25;Norrbotten;2580;Luleå;T8680;Klöverträsk;66;241
25;Norrbotten;2560;Älvsbyn;T8692;Korsträsk;56;317
25;Norrbotten;2580;Luleå;T8538;Björkskatan;154;4388
25;Norrbotten;2580;Luleå;T8564;Bälinge;61;308
25;Norrbotten;2580;Luleå;T8724;Luleå;2706;43574
25;Norrbotten;2580;Luleå;T8874;Hällbäcken och Sinksundet;64;253
25;Norrbotten;2560;Älvsbyn;T8908;Vistträsk;49;251
25;Norrbotten;2580;Luleå;T8580;Gammelstaden;551;4866
25;Norrbotten;2580;Luleå;T8528;Bensbyn;128;602
25;Norrbotten;2560;Älvsbyn;T8932;Älvsbyn;619;4976
25;Norrbotten;2580;Luleå;T8880;Södra Sunderbyn;233;3162
24;Västerbotten;2421;Storuman;T8198;Hemavan/Bierke;183;263
25;Norrbotten;2580;Luleå;T8524;Avan;69;213
25;Norrbotten;2580;Luleå;T8828;Rutvik;91;896
25;Norrbotten;2582;Boden;T8902;Unbyn;93;449
25;Norrbotten;2580;Luleå;T8558;Brändön;93;324
25;Norrbotten;2580;Luleå;T8788;Persön;61;217
25;Norrbotten;2582;Boden;T8878;Sävast;376;3093
25;Norrbotten;2580;Luleå;T8934;Ängesbyn;77;209
25;Norrbotten;2560;Älvsbyn;T8904;Vidsel;100;526
25;Norrbotten;2580;Luleå;T8856;Sundom;89;219
25;Norrbotten;2582;Boden;T8888;Trångforsen och Heden;279;1860
25;Norrbotten;2583;Haparanda;T8840;Seskarö;100;411
25;Norrbotten;2582;Boden;T8916;Vittjärv;130;498
25;Norrbotten;2582;Boden;T8544;Boden;1402;16830
25;Norrbotten;2514;Kalix;T8560;Båtskärsnäs;66;227
25;Norrbotten;2514;Kalix;T8928;Nyborg;189;823
25;Norrbotten;2514;Kalix;T8804;Påläng;73;224
25;Norrbotten;2582;Boden;T8882;Södra Bredåker;65;203
25;Norrbotten;2514;Kalix;T8812;Risögrund;84;594
25;Norrbotten;2580;Luleå;T8832;Råneå;242;1966
25;Norrbotten;2580;Luleå;T8644;Jämtön;78;203
25;Norrbotten;2514;Kalix;T8556;Bredviken;57;373
25;Norrbotten;2583;Haparanda;T8768;Nikkala;115;417
25;Norrbotten;2514;Kalix;T8820;Rolfs;215;1001
25;Norrbotten;2506;Arjeplog;T8512;Arjeplog;227;1822
25;Norrbotten;2514;Kalix;T8656;Kalix;662;7495
25;Norrbotten;2514;Kalix;T8578;Gammelgården;65;281
25;Norrbotten;2514;Kalix;T8836;Sangis;222;543
25;Norrbotten;2514;Kalix;T8896;Töre;218;1051
25;Norrbotten;2583;Haparanda;T8604;Haparanda;593;6679
25;Norrbotten;2582;Boden;T8608;Harads;117;496
25;Norrbotten;2583;Haparanda;T8672;Karungi;61;209
25;Norrbotten;2513;Överkalix;T8868;Svartbyn;130;265
25;Norrbotten;2518;Övertorneå;T8612;Hedenäset;138;243
25;Norrbotten;2513;Överkalix;T8940;Överkalix;124;1036
25;Norrbotten;2510;Jokkmokk;T8920;Vuollerim;144;683
25;Norrbotten;2513;Överkalix;T8884;Tallvik;106;497
25;Norrbotten;2518;Övertorneå;T8944;Övertorneå;247;1906
25;Norrbotten;2510;Jokkmokk;T8628;Jokkmokk;276;2794
25;Norrbotten;2518;Övertorneå;T8640;Juoksengi;151;327
25;Norrbotten;2510;Jokkmokk;T8796;Porjus;45;240
25;Norrbotten;2523;Gällivare;T8600;Hakkas;128;374
25;Norrbotten;2521;Pajala;T8688;Korpilombolo;111;539
25;Norrbotten;2523;Gällivare;T8596;Gällivare;863;10362
25;Norrbotten;2523;Gällivare;T8730;Malmberget östra;93;1625
25;Norrbotten;2523;Gällivare;T8732;Malmberget västra;188;1757
25;Norrbotten;2523;Gällivare;T8694;Koskullskulle;117;818
25;Norrbotten;2523;Gällivare;T8886;Tjautjas/Cavccas;68;242
25;Norrbotten;2521;Pajala;T8780;Pajala;312;2032
25;Norrbotten;2521;Pajala;T8636;Junosuando;141;314
25;Norrbotten;2521;Pajala;T8660;Kangos;146;245
25;Norrbotten;2584;Kiruna;T8864;Svappavaara;114;400
25;Norrbotten;2584;Kiruna;T8912;Vittangi;200;791
25;Norrbotten;2584;Kiruna;T8890;Tuolluvaara / Duollovárri;68;979
25;Norrbotten;2584;Kiruna;T8632;Jukkasjärvi;136;607
25;Norrbotten;2584;Kiruna;T8676;Kiruna;903;17037
25;Norrbotten;2584;Kiruna;T8704;Kuttainen;57;218
25;Norrbotten;2584;Kiruna;T8664;Karesuando;74;280
12;Skåne;1280;Malmö;T3604;Malmö;7706;301706
7;Kronoberg;780;Växjö;T2024;Växjö;3541;65383
12;Skåne;1291;Simrishamn;T2960;Kivik;192;895
13;Halland;1384;Kungsbacka;T4300;Billdal;1874;14874
14;Västra Götaland;1480;Göteborg;T4364;Nordöstra Göteborg;1059;45106
14;Västra Götaland;1482;Kungälv;T4446;Kovikshamn och Åkerhög;220;494
5;Östergötland;513;Kinda;T1100;Horn;93;543
5;Östergötland;513;Kinda;T1132;Kisa;376;3776
5;Östergötland;563;Valdemarsvik;T1076;Gryt;303;333
5;Östergötland;586;Mjölby;T1280;Sya;36;308
4;Södermanland;482;Flen;T0744;Flen;467;6594
17;Värmland;1785;Säffle;T5868;Värmlandsbro;22;273
1;Stockholm;186;Lidingö;T0228;Lidingö;1678;42466
18;Örebro;1885;Lindesberg;T5940;Frövi;252;2480
1;Stockholm;180;Stockholm;T0336;Stockholm;41401;1515017
19;Västmanland;1980;Västerås;T6210;Enhagen-Ekbacken;76;1091
18;Örebro;1885;Lindesberg;T6040;Lindesberg;810;9571
3;Uppsala;380;Uppsala;T0662;Ytternäs och Vreta;153;775
3;Uppsala;380;Uppsala;T0592;Länna;111;700
17;Värmland;1783;Hagfors;T5688;Hagfors;634;4869
20;Dalarna;2039;Älvdalen;T6896;Älvdalen;337;1863
22;Västernorrland;2282;Kramfors;T7516;Klockestrand;111;327
23;Jämtland;2326;Berg;T7848;Hackås;142;531
23;Jämtland;2309;Krokom;T7888;Krokom;160;1953
24;Västerbotten;2480;Umeå;T8138;Brännäset och Boviken;270;239
24;Västerbotten;2480;Umeå;T8200;Holmsund;752;5962
24;Västerbotten;2425;Dorotea;T8168;Dorotea;203;1491
12;Skåne;1286;Ystad;T3808;Ystad;1102;18806
