lanskod;lan_namn;kommunkod;kommunnamn;tatortskod;tatort;area_ha;bef
12;Skåne;1287;Trelleborg;T3688;Smygehamn;130;1297
12;Skåne;1287;Trelleborg;T3538;Kurland;40;560
12;Skåne;1287;Trelleborg;T3338;Beddingestrand;385;1308
12;Skåne;1287;Trelleborg;T3752;Trelleborg;1550;29316
12;Skåne;1287;Trelleborg;T3528;Klagstorp;107;548
12;Skåne;1264;Skurup;T3300;Abbekås;143;757
12;Skåne;1287;Trelleborg;T3806;Västra Tommarp;33;286
12;Skåne;1287;Trelleborg;T3676;Skegrie;79;1156
12;Skåne;1233;Vellinge;T3672;Skanör med Falsterbo;579;7077
12;Skåne;1264;Skurup;T3680;Skivarp;166;1258
12;Skåne;1286;Ystad;T3720;Svarte;88;921
12;Skåne;1286;Ystad;T3632;Nybrostrand;129;1061
12;Skåne;1286;Ystad;T3596;Löderup;88;614
12;Skåne;1233;Vellinge;T3496;Höllviken och Ljunghusen;1301;14889
12;Skåne;1287;Trelleborg;T3312;Anderslöv;138;1963
12;Skåne;1286;Ystad;T3448;Hedeskoga;20;273
12;Skåne;1286;Ystad;T3424;Glemmingebro;55;386
12;Skåne;1291;Simrishamn;T2820;Borrby;103;975
12;Skåne;1287;Trelleborg;T3308;Alstad;54;369
12;Skåne;1286;Ystad;T3556;Köpingebro;124;1254
12;Skåne;1286;Ystad;T3138;Rynge och Vallösa;114;210
12;Skåne;1286;Ystad;T3708;Stora Herrestad;67;331
12;Skåne;1291;Simrishamn;T3072;Skillinge;230;975
12;Skåne;1264;Skurup;T3656;Rydsgård;153;1383
12;Skåne;1233;Vellinge;T3780;Vellinge;327;6496
12;Skåne;1233;Vellinge;T3832;Östra Grevie;102;758
12;Skåne;1286;Ystad;T3740;Sövestad;52;373
12;Skåne;1291;Simrishamn;T2908;Hammenhög;128;879
12;Skåne;1233;Vellinge;T3492;Hököpinge;85;1164
12;Skåne;1233;Vellinge;T3800;Västra Ingelstad;93;824
12;Skåne;1233;Vellinge;T3438;Gessie Villastad;54;539
12;Skåne;1264;Skurup;T3684;Skurup;578;8040
12;Skåne;1291;Simrishamn;T2824;Brantevik;87;380
12;Skåne;1233;Vellinge;T3324;Arrie;37;212
12;Skåne;1263;Svedala;T3724;Svedala;753;11796
12;Skåne;1291;Simrishamn;T3232;Östra Tommarp;66;291
12;Skåne;1280;Malmö;T3756;Tygelsjö;182;3420
12;Skåne;1270;Tomelilla;T2996;Lunnarp;55;340
12;Skåne;1280;Malmö;T3682;Skumparp;23;225
12;Skåne;1291;Simrishamn;T2900;Gärsnäs;110;1094
12;Skåne;1270;Tomelilla;T3084;Smedstorp;87;361
12;Skåne;1291;Simrishamn;T3060;Simrishamn;478;6779
12;Skåne;1280;Malmö;T3640;Oxie;553;12665
12;Skåne;1263;Svedala;T3466;Holmeja;24;226
12;Skåne;1280;Malmö;T3788;Vintrie;46;777
12;Skåne;1270;Tomelilla;T3112;Tomelilla;637;6826
12;Skåne;1280;Malmö;T3372;Bunkeflostrand;476;13048
12;Skåne;1270;Tomelilla;T3088;Spjutstorp;39;202
12;Skåne;1291;Simrishamn;T3236;Östra Vemmerlöv;74;234
12;Skåne;1291;Simrishamn;T2812;Baskemölla;68;297
12;Skåne;1263;Svedala;T3332;Bara;176;3743
12;Skåne;1265;Sjöbo;T3738;Sövde;75;363
12;Skåne;1265;Sjöbo;T3364;Blentarp;254;1452
12;Skåne;1270;Tomelilla;T3028;Onslunda;58;524
12;Skåne;1265;Sjöbo;T2952;Karups sommarby;90;388
12;Skåne;1263;Svedala;T3532;Klågerup;111;1940
12;Skåne;1265;Sjöbo;T3816;Äsperöd;36;239
12;Skåne;1281;Lund;T3416;Genarp;196;2962
12;Skåne;1291;Simrishamn;T3152;Vik;90;327
12;Skåne;1270;Tomelilla;T3074;Skåne-Tranås;67;226
12;Skåne;1281;Lund;T3776;Veberöd;395;4850
12;Skåne;1231;Burlöv;T3374;Burlövs egnahem;28;563
12;Skåne;1291;Simrishamn;T3048;Sankt Olof;115;666
12;Skåne;1265;Sjöbo;T3664;Sjöbo;770;7910
12;Skåne;1230;Staffanstorp;T3543;Kyrkheddinge;51;259
12;Skåne;1265;Sjöbo;T3600;Lövestad;106;636
12;Skåne;1230;Staffanstorp;T3696;Staffanstorp;838;15373
12;Skåne;1231;Burlöv;T3812;Åkarp;258;5959
12;Skåne;1281;Lund;T3380;Dalby;412;6302
12;Skåne;1230;Staffanstorp;T3460;Hjärup;199;4744
12;Skåne;1281;Lund;T3480;Torna Hällestad;80;680
12;Skåne;1230;Staffanstorp;T2814;Bergströmshusen;31;376
12;Skåne;1291;Simrishamn;T3164;Vitaby;119;351
12;Skåne;1262;Lomma;T3576;Lomma;594;12368
12;Skåne;1265;Sjöbo;T3792;Vollsjö;152;813
12;Skåne;1270;Tomelilla;T2836;Brösarp;96;719
12;Skåne;1285;Eslöv;T3440;Harlösa;94;780
12;Skåne;1265;Sjöbo;T3360;Bjärsjölagård;74;351
12;Skåne;1281;Lund;T3648;Revingeby;66;534
12;Skåne;1262;Lomma;T3402;Flädie;39;231
12;Skåne;1281;Lund;T3584;Lund;2630;87244
12;Skåne;1281;Lund;T3732;Södra Sandby;435;6306
12;Skåne;1262;Lomma;T3356;Bjärred;507;9844
12;Skåne;1281;Lund;T3768;Vallkärra;41;412
12;Skåne;1281;Lund;T3712;Stångby;102;1943
12;Skåne;1285;Eslöv;T3400;Flyinge;89;992
12;Skåne;1285;Eslöv;T3436;Gårdstånga;45;366
12;Skåne;1261;Kävlinge;T3662;Sandskogen;73;689
12;Skåne;1261;Kävlinge;T3337;Barsebäckshamn;53;477
12;Skåne;1285;Eslöv;T3588;Löberöd;139;1251
12;Skåne;1261;Kävlinge;T3592;Löddeköpinge;396;6481
12;Skåne;1261;Kävlinge;T3336;Barsebäck;61;689
12;Skåne;1261;Kävlinge;T3408;Furulund;276;4359
12;Skåne;1266;Hörby;T3834;Önneköp;52;209
12;Skåne;1285;Eslöv;T3828;Örtofta;72;283
12;Skåne;1285;Eslöv;T3830;Väggarp;30;229
12;Skåne;1261;Kävlinge;T3568;Lilla Harrie;45;391
12;Skåne;1285;Eslöv;T3472;Hurva;64;376
12;Skåne;1261;Kävlinge;T2950;Järavallen;32;258
12;Skåne;1261;Kävlinge;T3552;Kävlinge;486;9320
12;Skåne;1261;Kävlinge;T3802;Västra Karaby;62;244
12;Skåne;1261;Kävlinge;T3388;Dösjebro;68;866
12;Skåne;1261;Kävlinge;T3464;Hofterup;487;3814
12;Skåne;1290;Kristianstad;T2848;Degeberga;212;1328
12;Skåne;1267;Höör;T3690;Snogeröd;36;208
12;Skåne;1290;Kristianstad;T2924;Huaröd;74;254
12;Skåne;1282;Landskrona;T3542;Kvärlöv;46;240
12;Skåne;1282;Landskrona;T3316;Annelöv;67;442
12;Skåne;1266;Hörby;T3636;Osbyholm;44;298
12;Skåne;1282;Landskrona;T3718;Saxtorpsskogen;205;1174
12;Skåne;1290;Kristianstad;T3018;Nyehusen och Furuboda;238;271
12;Skåne;1290;Kristianstad;T3170;Vittskövle;59;224
12;Skåne;1285;Eslöv;T3396;Eslöv;947;18592
12;Skåne;1285;Eslöv;T3540;Kungshult;46;365
12;Skåne;1266;Hörby;T3500;Hörby;538;7459
12;Skåne;1282;Landskrona;T3476;Häljarp;209;3134
12;Skåne;1285;Eslöv;T3608;Marieholm;138;1604
12;Skåne;1214;Svalöv;T3744;Teckomatorp;124;1703
12;Skåne;1290;Kristianstad;T3180;Yngsjö;315;565
12;Skåne;1290;Kristianstad;T3228;Östra Sönnarslöv;68;265
12;Skåne;1214;Svalöv;T3340;Billeberga;139;1050
12;Skåne;1290;Kristianstad;T2864;Everöd;154;953
12;Skåne;1282;Landskrona;T3328;Asmundtorp;118;1563
12;Skåne;1285;Eslöv;T3700;Stehag;99;1191
12;Skåne;1282;Landskrona;T3560;Landskrona;1280;32229
12;Skåne;1282;Landskrona;T3126;Tuna;159;349
12;Skåne;1214;Svalöv;T3716;Svalöv;255;3852
12;Skåne;1290;Kristianstad;T2988;Linderöd;108;468
12;Skåne;1214;Svalöv;T3760;Tågarp;52;417
12;Skåne;1290;Kristianstad;T3184;Åhus;1122;9840
12;Skåne;1282;Landskrona;T3484;Härslöv;39;395
12;Skåne;1290;Kristianstad;T2896;Gärds Köpinge;113;926
12;Skåne;1290;Kristianstad;T3108;Tollarp;446;3404
12;Skåne;1285;Eslöv;T3704;Stockamöllan;44;293
12;Skåne;1267;Höör;T3504;Höör;1629;12152
12;Skåne;1282;Landskrona;T3428;Glumslöv;130;2093
12;Skåne;1267;Höör;T3064;Jularp och Sjunnerup;146;234
12;Skåne;1285;Eslöv;T3348;Billinge;76;434
12;Skåne;1283;Helsingborg;T3772;Vallåkra;127;800
12;Skåne;1283;Helsingborg;T3652;Rydebäck;309;5904
12;Skåne;1290;Kristianstad;T3040;Rinkaby;126;768
12;Skåne;1283;Helsingborg;T3412;Gantofta;98;1322
12;Skåne;1267;Höör;T3748;Tjörnarp;264;829
12;Skåne;1214;Svalöv;T3660;Röstånga;137;874
12;Skåne;1214;Svalöv;T3544;Kågeröd;179;1516
10;Blekinge;1083;Sölvesborg;T2652;Hällevik;389;1545
12;Skåne;1290;Kristianstad;T2906;Hammarslund;43;587
12;Skåne;1260;Bjuv;T3392;Ekeby;384;3292
12;Skåne;1283;Helsingborg;T3376;Bårslöv;138;2753
12;Skåne;1290;Kristianstad;T2904;Hammar;322;3311
12;Skåne;1267;Höör;T3622;Norra Rörum;47;210
12;Skåne;1272;Bromölla;T3020;Nymölla;144;274
12;Skåne;1290;Kristianstad;T2872;Fjälkinge;186;1832
12;Skåne;1290;Kristianstad;T2844;Bäckaskog;42;304
10;Blekinge;1083;Sölvesborg;T2656;Hörvik;107;802
12;Skåne;1272;Bromölla;T2892;Gualöv;85;516
12;Skåne;1293;Hässleholm;T3104;Sösdala;206;1808
12;Skåne;1283;Helsingborg;T3644;Påarp;234;2932
10;Blekinge;1083;Sölvesborg;T2696;Mjällby;226;1319
12;Skåne;1290;Kristianstad;T3156;Vinnö;58;499
12;Skåne;1290;Kristianstad;T2980;Kristianstad;2141;39762
10;Blekinge;1083;Sölvesborg;T2752;Sölvesborg;780;8972
12;Skåne;1272;Bromölla;T3136;Valje;165;1067
12;Skåne;1290;Kristianstad;T3200;Önnestad;218;1392
10;Blekinge;1083;Sölvesborg;T2610;Djupekås;32;210
10;Blekinge;1083;Sölvesborg;T2692;Lörby;88;264
12;Skåne;1283;Helsingborg;T3620;Mörarp;127;1935
12;Skåne;1290;Kristianstad;T2808;Balsby;56;455
12;Skåne;1290;Kristianstad;T2876;Färlöv;132;1016
10;Blekinge;1083;Sölvesborg;T2774;Ysane;56;214
12;Skåne;1272;Bromölla;T2832;Bromölla;629;7854
12;Skåne;1276;Klippan;T2992;Ljungbyhed;365;2127
12;Skåne;1290;Kristianstad;T3216;Österslöv;68;460
12;Skåne;1276;Klippan;T3534;Krika;54;202
12;Skåne;1283;Helsingborg;T3452;Helsingborg;3957;104250
12;Skåne;1293;Hässleholm;T3160;Vinslöv;474;3989
12;Skåne;1290;Kristianstad;T3354;Bjärlöv;69;202
10;Blekinge;1080;Karlskrona;T2760;Torhamn;238;559
12;Skåne;1283;Helsingborg;T3456;Hittarp;232;4545
10;Blekinge;1080;Karlskrona;T2640;Hasslö;363;1606
12;Skåne;1260;Bjuv;T3352;Bjuv;1024;10602
10;Blekinge;1080;Karlskrona;T2740;Sturkö;677;1325
10;Blekinge;1080;Karlskrona;T2612;Drottningskär;223;467
12;Skåne;1277;Åstorp;T2928;Hyllinge;171;2287
12;Skåne;1293;Hässleholm;T3120;Tormestorp;125;1043
12;Skåne;1283;Helsingborg;T3820;Ödåkra;328;5231
12;Skåne;1283;Helsingborg;T2870;Fleninge;52;206
10;Blekinge;1083;Sölvesborg;T2708;Norje;291;814
12;Skåne;1276;Klippan;T2968;Klippans bruk;48;313
12;Skåne;1277;Åstorp;T2810;Björnås;99;808
12;Skåne;1283;Helsingborg;T3384;Domsten;49;625
12;Skåne;1283;Helsingborg;T3304;Allerum;96;722
12;Skåne;1277;Åstorp;T2984;Kvidinge;183;1823
12;Skåne;1293;Hässleholm;T3062;Sjörröd;166;1169
12;Skåne;1283;Helsingborg;T3444;Hasslarp;61;542
12;Skåne;1276;Klippan;T2964;Klippan;542;8411
12;Skåne;1275;Perstorp;T3036;Perstorp;576;5847
10;Blekinge;1081;Ronneby;T2682;Bökenäs, Korsanäs och Kuggeboda;241;447
12;Skåne;1283;Helsingborg;T3516;Kattarp;69;732
12;Skåne;1277;Åstorp;T3192;Åstorp;667;9215
10;Blekinge;1083;Sölvesborg;T2724;Pukavik;116;343
12;Skåne;1256;Östra Göinge;T2912;Hanaskog;148;1385
10;Blekinge;1081;Ronneby;T2746;Spjälkö och Saxemara;210;429
10;Blekinge;1080;Karlskrona;T2630;Gängletorp;108;464
12;Skåne;1293;Hässleholm;T3128;Tyringe;433;4712
12;Skåne;1290;Kristianstad;T2800;Arkelstorp;156;815
12;Skåne;1293;Hässleholm;T2936;Hässleholm;1322;19309
12;Skåne;1293;Hässleholm;T2868;Finja;137;616
12;Skåne;1284;Höganäs;T3784;Viken;295;4489
12;Skåne;1290;Kristianstad;T3174;Vånga;117;241
10;Blekinge;1081;Ronneby;T2734;Ronnebyhamn;197;749
10;Blekinge;1082;Karlshamn;T2750;Horsaryd och Stilleryd;180;355
12;Skåne;1293;Hässleholm;T3096;Stoby;98;729
12;Skåne;1272;Bromölla;T3024;Näsum;244;1307
10;Blekinge;1080;Karlskrona;T2728;Ramdala;76;277
10;Blekinge;1080;Karlskrona;T2738;Skavkulla och Skillingenäs;161;784
10;Blekinge;1080;Karlskrona;T2742;Sjuhalla;66;221
12;Skåne;1284;Höganäs;T3612;Mjöhult;43;322
12;Skåne;1292;Ängelholm;T3100;Strövelstorp;143;1207
10;Blekinge;1081;Ronneby;T2688;Listerby;210;966
12;Skåne;1256;Östra Göinge;T2972;Knislinge;297;3144
12;Skåne;1284;Höganäs;T3508;Ingelsträde;44;250
10;Blekinge;1082;Karlshamn;T2776;Åryd;76;323
10;Blekinge;1080;Karlskrona;T2664;Jämjö;298;2629
12;Skåne;1256;Östra Göinge;T2920;Hjärsås;28;216
12;Skåne;1293;Hässleholm;T3140;Vankiva;86;374
12;Skåne;1293;Hässleholm;T2946;Hörja;40;206
10;Blekinge;1082;Karlshamn;T2648;Hällaryd;116;673
10;Blekinge;1080;Karlskrona;T2712;Nättraby;344;3284
12;Skåne;1276;Klippan;T3224;Östra Ljungby;229;1740
12;Skåne;1256;Östra Göinge;T2948;Immeln;113;298
12;Skåne;1293;Hässleholm;T2804;Ballingslöv;66;328
12;Skåne;1283;Helsingborg;T3764;Tånga och Rögle;69;225
10;Blekinge;1082;Karlshamn;T2700;Mörrum;462;3903
10;Blekinge;1081;Ronneby;T2732;Ronneby;821;12612
10;Blekinge;1081;Ronneby;T2660;Johannishus;100;766
10;Blekinge;1060;Olofström;T2628;Gränum;59;223
10;Blekinge;1080;Karlskrona;T2680;Karlskrona;2100;36477
12;Skåne;1283;Helsingborg;T3766;Utvälinge;33;238
10;Blekinge;1081;Ronneby;T2604;Bräkne-Hoby;241;1708
12;Skåne;1292;Ängelholm;T3210;Össjö;35;223
12;Skåne;1284;Höganäs;T2866;Farhult;95;312
12;Skåne;1293;Hässleholm;T3044;Röke;78;204
10;Blekinge;1082;Karlshamn;T2676;Karlshamn;1655;20112
12;Skåne;1293;Hässleholm;T3008;Mala;81;230
10;Blekinge;1060;Olofström;T2668;Jämshög;235;1612
10;Blekinge;1081;Ronneby;T2672;Kallinge;554;4664
12;Skåne;1257;Örkelljunga;T2856;Eket;109;412
10;Blekinge;1080;Karlskrona;T2624;Fågelmara;85;397
12;Skåne;1284;Höganäs;T3488;Höganäs;1011;14778
12;Skåne;1256;Östra Göinge;T2828;Broby;378;3104
12;Skåne;1284;Höganäs;T3512;Jonstorp;192;1972
10;Blekinge;1080;Karlskrona;T2620;Fridlevstad;110;708
12;Skåne;1256;Östra Göinge;T3052;Sibbhult;161;1431
10;Blekinge;1082;Karlshamn;T2748;Svängsta;245;1904
12;Skåne;1292;Ängelholm;T3198;Havsbaden;83;521
10;Blekinge;1080;Karlskrona;T2686;Kättilsmåla;62;266
10;Blekinge;1080;Karlskrona;T2736;Rödeby;377;3508
12;Skåne;1292;Ängelholm;T3012;Munka-Ljungby;297;3148
10;Blekinge;1060;Olofström;T2720;Olofström;669;7526
12;Skåne;1292;Ängelholm;T3132;Toarp och Tåstarp;63;221
12;Skåne;1284;Höganäs;T3320;Arild;330;713
12;Skåne;1293;Hässleholm;T2940;Hästveda;288;1693
12;Skåne;1293;Hässleholm;T2816;Bjärnum;434;2755
12;Skåne;1284;Höganäs;T3616;Mölle;86;634
12;Skåne;1257;Örkelljunga;T3208;Örkelljunga;821;5193
10;Blekinge;1080;Karlskrona;T2764;Tving;170;548
12;Skåne;1256;Östra Göinge;T2884;Glimåkra;213;1466
10;Blekinge;1080;Karlskrona;T2744;Spjutsbygd;64;398
12;Skåne;1257;Örkelljunga;T3188;Åsljunga;177;738
12;Skåne;1292;Ängelholm;T2916;Hjärnarp;212;1095
10;Blekinge;1081;Ronneby;T2600;Backaryd;71;386
12;Skåne;1292;Ängelholm;T3196;Ängelholm;2024;27500
12;Skåne;1292;Ängelholm;T3010;Margretetorp;69;255
10;Blekinge;1060;Olofström;T2772;Vilshult;104;303
12;Skåne;1292;Ängelholm;T2986;Lerbäckshult och Tullstorp;153;587
12;Skåne;1292;Ängelholm;T3102;Svenstorp;37;252
10;Blekinge;1060;Olofström;T2684;Kyrkhult;166;980
12;Skåne;1293;Hässleholm;T3168;Vittsjö;326;1787
8;Kalmar;840;Mörbylånga;T2152;Degerhamn;126;338
10;Blekinge;1080;Karlskrona;T2716;Nävragöl;43;222
12;Skåne;1278;Båstad;T2880;Förslöv;274;2386
10;Blekinge;1081;Ronneby;T2632;Hallabro;61;261
12;Skåne;1257;Örkelljunga;T3080;Skånes-Fagerhult;220;891
12;Skåne;1273;Osby;T3032;Osby;938;7554
12;Skåne;1273;Osby;T3000;Lönsboda;267;1986
12;Skåne;1293;Hässleholm;T2860;Emmaljunga;92;268
12;Skåne;1278;Båstad;T2888;Grevie;204;937
8;Kalmar;834;Torsås;T2112;Bergkvara;217;1021
8;Kalmar;834;Torsås;T2428;Torsås;311;2000
13;Halland;1381;Laholm;T3968;Hasslöv;53;239
10;Blekinge;1080;Karlskrona;T2644;Holmsjö;122;370
12;Skåne;1278;Båstad;T3172;Västra Karup;145;552
13;Halland;1381;Laholm;T4184;Våxtorp;159;987
13;Halland;1381;Laholm;T3984;Hishult;96;328
10;Blekinge;1081;Ronneby;T2616;Eringsboda;78;275
12;Skåne;1278;Båstad;T3220;Östra Karup;164;789
8;Kalmar;834;Torsås;T2416;Söderåkra;160;943
12;Skåne;1278;Båstad;T3116;Torekov;434;1078
12;Skåne;1278;Båstad;T2840;Båstad;858;5146
8;Kalmar;840;Mörbylånga;T2284;Kastlösa;103;202
13;Halland;1381;Laholm;T4072;Ränneslöv;87;458
13;Halland;1381;Laholm;T4092;Skottorp;88;512
7;Kronoberg;763;Tingsryd;T1960;Ryd;224;1474
12;Skåne;1273;Osby;T2956;Killeberg;115;596
13;Halland;1381;Laholm;T4148;Vallberga;81;655
7;Kronoberg;767;Markaryd;T1940;Markaryd;553;4664
7;Kronoberg;763;Tingsryd;T1892;Konga;100;493
8;Kalmar;880;Kalmar;T2248;Halltorp;69;286
13;Halland;1381;Laholm;T4190;Ysby;48;245
13;Halland;1381;Laholm;T4028;Laholm;534;6527
13;Halland;1381;Laholm;T4044;Mellbystrand;831;3412
8;Kalmar;840;Mörbylånga;T2344;Mörbylånga;228;1824
7;Kronoberg;763;Tingsryd;T1992;Tingsryd;408;3087
13;Halland;1381;Laholm;T4000;Knäred;293;1211
8;Kalmar;862;Emmaboda;T2468;Vissefjärda;104;658
7;Kronoberg;763;Tingsryd;T2004;Urshult;213;942
13;Halland;1381;Laholm;T4036;Lilla Tjärby;95;872
7;Kronoberg;763;Tingsryd;T1968;Rävemåla;79;305
7;Kronoberg;767;Markaryd;T1980;Strömsnäsbruk;339;2246
8;Kalmar;880;Kalmar;T2368;Påryd;125;663
8;Kalmar;880;Kalmar;T2244;Hagby;274;871
13;Halland;1381;Laholm;T4164;Veinge;205;1417
7;Kronoberg;765;Älmhult;T2048;Älmhult;977;9495
13;Halland;1381;Laholm;T3936;Genevad;84;653
7;Kronoberg;767;Markaryd;T2000;Traryd;128;655
8;Kalmar;862;Emmaboda;T2312;Långasjö;81;330
8;Kalmar;880;Kalmar;T2452;Vassmolösa;124;524
13;Halland;1380;Halmstad;T3952;Gullbranna;61;667
8;Kalmar;840;Mörbylånga;T2458;Vickleby;147;438
13;Halland;1380;Halmstad;T3916;Eldsberga;90;679
8;Kalmar;840;Mörbylånga;T2240;Gårdby;75;277
13;Halland;1380;Halmstad;T4034;Laxvik;65;486
8;Kalmar;880;Kalmar;T2444;Tvärskog;79;399
8;Kalmar;880;Kalmar;T2482;Åmunnen;31;208
13;Halland;1380;Halmstad;T4124;Trönninge;144;1569
8;Kalmar;862;Emmaboda;T2160;Emmaboda;587;4818
8;Kalmar;880;Kalmar;T2304;Ljungbyholm;204;1725
8;Kalmar;880;Kalmar;T2154;Dunö;59;419
7;Kronoberg;763;Tingsryd;T2020;Väckelsång;140;954
7;Kronoberg;765;Älmhult;T1832;Diö;135;906
8;Kalmar;840;Mörbylånga;T2404;Skogsby;264;948
7;Kronoberg;763;Tingsryd;T1932;Linneryd;127;474
8;Kalmar;880;Kalmar;T2376;Rinkabyholm;132;1631
7;Kronoberg;765;Älmhult;T1920;Liatorp;89;531
8;Kalmar;840;Mörbylånga;T2208;Färjestaden;660;5645
7;Kronoberg;761;Lessebo;T1976;Skruv;120;586
8;Kalmar;880;Kalmar;T2408;Smedby;238;3607
7;Kronoberg;780;Växjö;T1952;Nöbbele;53;256
13;Halland;1380;Halmstad;T3934;Frösakull;394;2296
8;Kalmar;881;Nybro;T2484;Örsjö;82;362
8;Kalmar;840;Mörbylånga;T2092;Algutsrum;175;862
7;Kronoberg;765;Älmhult;T1840;Eneryda;64;337
8;Kalmar;862;Emmaboda;T2272;Johansfors;139;412
8;Kalmar;840;Mörbylånga;T2396;Saxnäs;114;315
13;Halland;1380;Halmstad;T4084;Skedala;45;359
8;Kalmar;880;Kalmar;T2436;Trekanten;271;1599
13;Halland;1380;Halmstad;T4176;Villshärad;128;778
8;Kalmar;880;Kalmar;T2280;Kalmar;1960;38408
8;Kalmar;840;Mörbylånga;T2214;Glömminge och Strandskogen;135;366
13;Halland;1380;Halmstad;T3960;Halmstad;3650;66124
13;Halland;1380;Halmstad;T3948;Gullbrandstorp;142;1642
7;Kronoberg;764;Alvesta;T1860;Grimslöv;85;622
13;Halland;1380;Halmstad;T4080;Simlångsdalen;109;648
8;Kalmar;880;Kalmar;T2300;Lindsdal;403;5709
8;Kalmar;862;Emmaboda;T2168;Eriksmåla;93;205
7;Kronoberg;780;Växjö;T1884;Ingelstad;199;1762
13;Halland;1380;Halmstad;T3972;Haverdal;353;1681
7;Kronoberg;761;Lessebo;T1916;Lessebo;339;2857
8;Kalmar;881;Nybro;T2352;Nybro;1077;13039
13;Halland;1380;Halmstad;T3988;Holm;113;764
13;Halland;1380;Halmstad;T3964;Harplinge;144;1498
13;Halland;1380;Halmstad;T4192;Åled;187;1690
8;Kalmar;885;Borgholm;T2410;Stora Rör;118;209
7;Kronoberg;780;Växjö;T2002;Tävelsås;65;351
8;Kalmar;885;Borgholm;T2266;Rälla;102;418
7;Kronoberg;781;Ljungby;T1900;Kånna;47;324
8;Kalmar;881;Nybro;T2292;Kristvallabrunn;62;245
7;Kronoberg;761;Lessebo;T1876;Hovmantorp;281;3082
7;Kronoberg;764;Alvesta;T2012;Vislanda;247;1813
8;Kalmar;880;Kalmar;T2422;Drag;150;463
13;Halland;1380;Halmstad;T4076;Sennan;73;398
8;Kalmar;880;Kalmar;T2316;Läckeby;120;878
13;Halland;1380;Halmstad;T4016;Kvibille;98;948
13;Halland;1380;Halmstad;T4106;Steninge;331;1112
8;Kalmar;880;Kalmar;T2380;Rockneby;175;898
8;Kalmar;881;Nybro;T2184;Flerohopp;51;200
7;Kronoberg;780;Växjö;T2032;Åryd;81;687
7;Kronoberg;781;Ljungby;T1812;Angelstad;61;247
7;Kronoberg;781;Ljungby;T1924;Lidhult;131;665
13;Halland;1380;Halmstad;T4056;Oskarström;340;4172
8;Kalmar;881;Nybro;T2192;Flygsfors;63;220
8;Kalmar;881;Nybro;T2356;Orrefors;129;766
13;Halland;1380;Halmstad;T3940;Getinge;238;1909
7;Kronoberg;781;Ljungby;T1936;Ljungby;1224;15785
7;Kronoberg;761;Lessebo;T1896;Kosta;174;985
7;Kronoberg;780;Växjö;T1852;Furuby;61;368
13;Halland;1382;Falkenberg;T4048;Långasand och Ugglarp;263;367
7;Kronoberg;781;Ljungby;T1964;Ryssby;133;691
13;Halland;1382;Falkenberg;T4104;Slöinge;127;991
7;Kronoberg;780;Växjö;T1856;Gemla;253;1462
8;Kalmar;881;Nybro;T2144;Bäckebo;83;223
13;Halland;1382;Falkenberg;T3976;Heberg;78;458
13;Halland;1382;Falkenberg;T4096;Skrea;276;1846
7;Kronoberg;764;Alvesta;T1808;Alvesta;637;8627
7;Kronoberg;764;Alvesta;T1872;Hjortsberga;61;254
7;Kronoberg;781;Ljungby;T1904;Lagan;236;1550
8;Kalmar;885;Borgholm;T2132;Borgholm;964;4344
13;Halland;1382;Falkenberg;T4196;Årstad;45;321
13;Halland;1382;Falkenberg;T3920;Falkenberg;1809;24099
8;Kalmar;881;Nybro;T2100;Alsterbro;104;448
13;Halland;1382;Falkenberg;T4182;Vinbergs kyrkby;145;242
13;Halland;1315;Hylte;T4144;Unnaryd;153;823
13;Halland;1315;Hylte;T4068;Rydöbruk;83;367
13;Halland;1382;Falkenberg;T4180;Vinberg;59;606
7;Kronoberg;760;Uppvidinge;T1804;Alstermo;168;836
13;Halland;1315;Hylte;T4116;Torup;146;1245
7;Kronoberg;781;Ljungby;T2016;Vittaryd;78;304
13;Halland;1382;Falkenberg;T3944;Glommen;240;1082
8;Kalmar;861;Mönsterås;T2424;Timmernabben;192;1357
6;Jönköping;683;Värnamo;T1632;Rydaholm;171;1587
8;Kalmar;861;Mönsterås;T2120;Blomstermåla;379;2380
7;Kronoberg;760;Uppvidinge;T1912;Lenhovda;237;1762
13;Halland;1382;Falkenberg;T4168;Vessigebro;106;773
13;Halland;1382;Falkenberg;T4040;Långås;75;539
13;Halland;1382;Falkenberg;T3908;Bergagård;52;240
13;Halland;1382;Falkenberg;T4052;Morup;87;308
7;Kronoberg;764;Alvesta;T1944;Moheda;256;1880
7;Kronoberg;760;Uppvidinge;T2040;Älghult;98;497
8;Kalmar;861;Mönsterås;T2354;Oknö;134;393
7;Kronoberg;780;Växjö;T2028;Åby;59;433
7;Kronoberg;780;Växjö;T1956;Rottne;193;2395
13;Halland;1315;Hylte;T3992;Hyltebruk;466;3992
7;Kronoberg;764;Alvesta;T1996;Torpsbruk;65;369
6;Jönköping;683;Värnamo;T1524;Horda;72;363
13;Halland;1315;Hylte;T3996;Kinnared;109;309
8;Kalmar;861;Mönsterås;T2340;Mönsterås;495;4998
7;Kronoberg;780;Växjö;T1820;Braås;150;1692
13;Halland;1383;Varberg;T4132;Tvååker;271;2640
9;Gotland;980;Gotland;T2500;Burgsvik;127;335
13;Halland;1382;Falkenberg;T4020;Köinge;49;217
6;Jönköping;683;Värnamo;T1532;Hånger;72;333
13;Halland;1315;Hylte;T4032;Landeryd;86;404
