OBJECTID;AR;LANSKOD;AREA_HA;BEF;KOMMUNKOD;KOMMUNNAMN;TATORTSKOD;TATORT;LAN_NAMN
10261;2015;14;352;3606;1490;Borås;T4780;Dalsjöfors;Västra Götaland
10262;2015;8;156;1134;884;Vimmerby;T2420;Södra Vi;Kalmar
10263;2015;14;493;2901;1401;Härryda;T4392;Hindås;Västra Götaland
10264;2015;14;71;475;1491;Ulricehamn;T4948;Marbäck;Västra Götaland
10265;2015;14;25;208;1407;Öckerö;T4434;Kalvsund;Västra Götaland
10266;2015;14;262;3568;1407;Öckerö;T4628;Öckerö;Västra Götaland
10267;2015;9;228;397;980;Gotland;T2538;Brissund och Själsö;Gotland
10268;2015;9;152;946;980;Gotland;T2536;Slite;Gotland
10269;2015;14;110;544;1441;Lerum;T5176;Öxeryd;Västra Götaland
10270;2015;14;61;293;1490;Borås;T5156;Äspered;Västra Götaland
10271;2015;6;78;788;680;Jönköping;T1576;Lekeryd;Jönköping
10272;2015;9;72;527;980;Gotland;T2564;Slite norra;Gotland
10273;2015;14;103;1495;1407;Öckerö;T4304;Björkö;Västra Götaland
10274;2015;6;85;717;680;Jönköping;T1432;Bottnaryd;Jönköping
10275;2015;14;118;623;1480;Göteborg;T4510;Tumlehed;Västra Götaland
10276;2015;14;59;586;1407;Öckerö;T4420;Hälsö;Västra Götaland
10277;2015;14;108;929;1402;Partille;T4432;Jonsered;Västra Götaland
10278;2015;14;54;871;1402;Partille;T4464;Kåhög;Västra Götaland
10279;2015;9;73;229;980;Gotland;T2542;Tingstäde;Gotland
10280;2015;14;59;563;1490;Borås;T5012;Sandhult;Västra Götaland
10281;2015;8;97;579;883;Västervik;T2364;Piperskärr;Kalmar
10282;2015;8;1385;21178;883;Västervik;T2472;Västervik;Kalmar
10283;2015;14;136;633;1480;Göteborg;T4382;Helgered och Östergärde industriområde;Västra Götaland
10284;2015;14;34;331;1407;Öckerö;T4476;Källö-Knippla;Västra Götaland
10285;2015;14;3081;71700;1490;Borås;T4752;Borås;Västra Götaland
10286;2015;5;86;282;512;Ydre;T1228;Rydsnäs;Östergötland
10287;2015;14;64;231;1441;Lerum;T4582;Slätthult;Västra Götaland
10288;2015;8;127;503;884;Vimmerby;T2232;Gullringen;Kalmar
10289;2015;14;1936;23088;1480;Göteborg;T4302;Torslanda;Västra Götaland
10290;2015;14;112;420;1490;Borås;T5000;Rångedala;Västra Götaland
10291;2015;14;65;409;1443;Bollebygd;T5092;Töllsjö;Västra Götaland
10292;2015;14;185;1373;1480;Göteborg;T4522;Nolvik;Västra Götaland
10293;2015;14;745;10629;1491;Ulricehamn;T5104;Ulricehamn;Västra Götaland
10294;2015;6;111;512;680;Jönköping;T1554;Kortebo;Jönköping
10295;2015;6;4257;93797;680;Jönköping;T1544;Jönköping;Jönköping
10296;2015;14;200;1062;1480;Göteborg;T4294;Angered;Västra Götaland
10297;2015;14;57;262;1407;Öckerö;T4552;Rörö;Västra Götaland
10298;2015;14;61;313;1490;Borås;T4756;Bredared;Västra Götaland
10299;2015;14;76;361;1490;Borås;T4860;Hedared;Västra Götaland
10300;2015;5;134;897;512;Ydre;T1336;Österbymo;Östergötland
10301;2015;14;99;407;1480;Göteborg;T4574;Stenared;Västra Götaland
10302;2015;14;335;3746;1480;Göteborg;T4528;Olofstorp;Västra Götaland
10303;2015;14;51;360;1491;Ulricehamn;T4968;Nitta;Västra Götaland
10304;2015;14;68;759;1480;Göteborg;T4596;Säve;Västra Götaland
10305;2015;14;80;920;1441;Lerum;T5072;Tollered;Västra Götaland
10306;2015;9;75;423;980;Gotland;T2528;Lärbro;Gotland
10307;2015;6;86;204;680;Jönköping;T1486;Bosgård, Rudu och Gissebo;Jönköping
10308;2015;14;21513;572799;1480;Göteborg;T4368;Göteborg;Västra Götaland
10309;2015;14;731;5409;1490;Borås;T4808;Fristad;Västra Götaland
10310;2015;14;2455;26913;1441;Lerum;T4920;Lerum;Västra Götaland
10311;2015;14;90;260;1482;Kungälv;T4376;Kyrkeby och Nereby;Västra Götaland
10312;2015;14;86;642;1491;Ulricehamn;T4904;Hökerum;Västra Götaland
10313;2015;6;404;3496;604;Aneby;T1404;Aneby;Jönköping
10314;2015;6;152;1561;680;Jönköping;T1548;Kaxholmen;Jönköping
10315;2015;6;676;8506;680;Jönköping;T1412;Bankeryd;Jönköping
10316;2015;14;113;788;1491;Ulricehamn;T5068;Timmele;Västra Götaland
10317;2015;14;129;370;1489;Alingsås;T4386;Hemsjö;Västra Götaland
10318;2015;14;547;6021;1441;Lerum;T4836;Gråbo;Västra Götaland
10319;2015;14;81;604;1482;Kungälv;T4480;Kärna;Västra Götaland
10320;2015;14;372;6003;1440;Ale;T5056;Surte;Västra Götaland
10321;2015;6;47;433;680;Jönköping;T1660;Skärstad;Jönköping
10322;2015;14;73;212;1489;Alingsås;T4538;Hästeryd och Ryd;Västra Götaland
10323;2015;14;217;1703;1489;Alingsås;T4908;Ingared;Västra Götaland
10324;2015;14;107;426;1490;Borås;T4748;Borgstena;Västra Götaland
10325;2015;14;135;257;1489;Alingsås;T4634;Färgens östra strand;Västra Götaland
10326;2015;14;235;1036;1441;Lerum;T4732;Björboholm;Västra Götaland
10327;2015;14;78;651;1491;Ulricehamn;T4788;Dalum;Västra Götaland
10328;2015;14;47;266;1489;Alingsås;T4870;Hjälmared;Västra Götaland
10329;2015;8;129;435;883;Västervik;T2308;Loftahammar;Kalmar
10330;2015;14;248;1123;1489;Alingsås;T5136;Västerbodarna;Västra Götaland
10331;2015;8;357;2758;883;Västervik;T2212;Gamleby;Kalmar
10332;2015;6;602;7740;643;Habo;T5284;Habo;Jönköping
10333;2015;6;77;401;680;Jönköping;T1448;Ölmstad;Jönköping
10334;2015;6;46;301;604;Aneby;T1684;Sundhultsbrunn;Jönköping
10335;2015;9;285;829;980;Gotland;T2504;Fårösund;Gotland
10336;2015;14;33;381;1482;Kungälv;T4504;Marstrand;Västra Götaland
10337;2015;6;537;5584;642;Mullsjö;T5380;Mullsjö;Jönköping
10338;2015;14;1462;24101;1482;Kungälv;T4452;Kungälv;Västra Götaland
10339;2015;6;63;357;643;Habo;T5252;Furusjö;Jönköping
10340;2015;14;76;218;1482;Kungälv;T4536;Risby;Västra Götaland
10341;2015;6;56;226;604;Aneby;T1480;Frinnaryd;Jönköping
10342;2015;14;69;862;1482;Kungälv;T4506;Arvidsvik;Västra Götaland
10343;2015;14;329;1013;1482;Kungälv;T4604;Tjuvkil;Västra Götaland
10344;2015;14;49;331;1482;Kungälv;T4438;Rishammar;Västra Götaland
10345;2015;14;114;540;1491;Ulricehamn;T4740;Blidsberg;Västra Götaland
10346;2015;14;97;929;1441;Lerum;T5032;Sjövik;Västra Götaland
10347;2015;14;56;237;1482;Kungälv;T4458;Kareby och Ringby;Västra Götaland
10348;2015;5;79;458;512;Ydre;T1092;Hestra;Östergötland
10349;2015;14;167;470;1482;Kungälv;T4652;Rörtången och Ödsmåls mosse;Västra Götaland
10350;2015;14;52;203;1482;Kungälv;T4494;Lundby och Rogstorp;Västra Götaland
10351;2015;14;79;257;1482;Kungälv;T4648;Ödsmål och Åsebyberg;Västra Götaland
10352;2015;14;118;1328;1482;Kungälv;T4328;Diseröd;Västra Götaland
10353;2015;14;31;215;1419;Tjörn;T4572;Stora Dyrön;Västra Götaland
10354;2015;14;852;11117;1440;Ale;T4976;Nödinge-Nol;Västra Götaland
10355;2015;14;1400;26329;1489;Alingsås;T4700;Alingsås;Västra Götaland
10356;2015;14;74;224;1482;Kungälv;T4614;Solberga;Västra Götaland
10357;2015;14;162;1605;1482;Kungälv;T4444;Kode;Västra Götaland
10358;2015;14;64;209;1442;Vårgårda;T4402;Horla;Västra Götaland
10359;2015;14;46;296;1482;Kungälv;T4562;Duvesjön;Västra Götaland
10360;2015;14;250;1551;1419;Tjörn;T4548;Rönnäng;Västra Götaland
10361;2015;6;56;300;687;Tranås;T1496;Gripenberg;Jönköping
10362;2015;14;69;296;1491;Ulricehamn;T5088;Trädet;Västra Götaland
10363;2015;14;29;367;1419;Tjörn;T4440;Klädesholmen;Västra Götaland
10364;2015;6;108;673;642;Mullsjö;T5408;Sandhem;Jönköping
10365;2015;8;164;1166;883;Västervik;T2488;Överum;Kalmar
10366;2015;14;415;4759;1440;Ale;T5152;Älvängen;Västra Götaland
10367;2015;14;116;406;1419;Tjörn;T4308;Bleket;Västra Götaland
10368;2015;6;78;307;643;Habo;T5228;Fagerhult;Jönköping
10369;2015;14;176;1226;1466;Herrljunga;T4712;Ljung och Annelund;Västra Götaland
10370;2015;6;72;356;680;Jönköping;T1748;Örserum;Jönköping
10371;2015;14;263;873;1482;Kungälv;T5070;Aröd och Timmervik;Västra Götaland
10372;2015;14;152;1821;1440;Ale;T5036;Skepplanda;Västra Götaland
10373;2015;8;70;324;883;Västervik;T2156;Edsbruk;Kalmar
10374;2015;6;187;2726;680;Jönköping;T1500;Gränna;Jönköping
10375;2015;14;103;609;1499;Falköping;T5532;Åsarp;Västra Götaland
10376;2015;14;195;284;1419;Tjörn;T4326;Djupvik och Fagerfjäll;Västra Götaland
10377;2015;14;85;322;1440;Ale;T4704;Alvhem;Västra Götaland
10378;2015;6;70;219;687;Tranås;T1536;Hätte, Seglarvik och Sandvik;Jönköping
10379;2015;14;96;239;1482;Kungälv;T4558;Signehög och Norrmannebo;Västra Götaland
10380;2015;14;513;3495;1419;Tjörn;T4560;Skärhamn;Västra Götaland
10381;2015;14;65;401;1442;Vårgårda;T5162;Östadkulle;Västra Götaland
10382;2015;14;51;231;1499;Falköping;T5344;Kättilstorp;Västra Götaland
10383;2015;14;342;1465;1415;Stenungsund;T4436;Jörlanda;Västra Götaland
10384;2015;6;1019;14550;687;Tranås;T1700;Tranås;Jönköping
10385;2015;6;109;322;680;Jönköping;T1708;Tunnerstad;Jönköping
10386;2015;14;278;2846;1415;Stenungsund;T4576;Stora Höga;Västra Götaland
10387;2015;14;507;5384;1442;Vårgårda;T5124;Vårgårda;Västra Götaland
10388;2015;14;180;1540;1462;Lilla Edet;T4944;Lödöse;Västra Götaland
10389;2015;6;122;272;643;Habo;T1534;Rödån;Jönköping
10390;2015;14;99;211;1415;Stenungsund;T4618;Spekeröd;Västra Götaland
10391;2015;14;77;629;1419;Tjörn;T4468;Kållekärr;Västra Götaland
10392;2015;14;121;264;1489;Alingsås;T4502;Långared;Västra Götaland
10393;2015;14;400;1750;1419;Tjörn;T4514;Höviksnäs;Västra Götaland
10394;2015;14;268;569;1419;Tjörn;T4442;Klövedal;Västra Götaland
10395;2015;14;102;490;1462;Lilla Edet;T4978;Nygård;Västra Götaland
10396;2015;14;147;962;1499;Falköping;T5328;Kinnarp;Västra Götaland
10397;2015;14;544;547;1419;Tjörn;T4460;Kyrkesund;Västra Götaland
10398;2015;14;379;3982;1466;Herrljunga;T4864;Herrljunga;Västra Götaland
10399;2015;14;218;1460;1419;Tjörn;T4516;Myggenäs;Västra Götaland
10400;2015;14;67;529;1499;Falköping;T5508;Vartofta;Västra Götaland
10401;2015;14;100;393;1489;Alingsås;T4840;Gräfsnäs;Västra Götaland
10402;2015;14;69;243;1415;Stenungsund;T4578;Stenungsön;Västra Götaland
10403;2015;5;35;204;580;Linköping;T1296;Ulrika;Östergötland
10404;2015;14;128;531;1415;Stenungsund;T4606;Ucklum;Västra Götaland
10405;2015;14;1225;13093;1415;Stenungsund;T4568;Stenungsund;Västra Götaland
10406;2015;14;60;208;1489;Alingsås;T4530;Magra;Västra Götaland
10407;2015;14;118;243;1421;Orust;T4508;Mollösund;Västra Götaland
10408;2015;6;112;789;687;Tranås;T1672;Sommen;Jönköping
10409;2015;14;64;411;1498;Tidaholm;T5368;Madängsholm;Västra Götaland
10410;2015;14;140;1002;1462;Lilla Edet;T4856;Göta;Västra Götaland
10411;2015;5;79;236;561;Åtvidaberg;T1048;Falerum;Östergötland
10412;2015;5;273;2259;513;Kinda;T1220;Rimforsa;Östergötland
10413;2015;14;191;1482;1489;Alingsås;T5044;Sollebrunn;Västra Götaland
10414;2015;14;225;1562;1499;Falköping;T5244;Floby;Västra Götaland
10415;2015;14;59;267;1415;Stenungsund;T4595;Svartehallen;Västra Götaland
10416;2015;14;44;290;1499;Falköping;T5392;Odensberg;Västra Götaland
10417;2015;14;73;349;1489;Alingsås;T5052;Stora Mellby;Västra Götaland
10418;2015;14;367;1414;1415;Stenungsund;T4630;Ödsmål;Västra Götaland
10419;2015;14;160;912;1421;Orust;T4610;Varekil;Västra Götaland
10420;2015;14;138;1446;1462;Lilla Edet;T4490;Lilla Edet västra;Västra Götaland
10421;2015;14;311;3772;1462;Lilla Edet;T4924;Lilla Edet;Västra Götaland
10422;2015;14;75;304;1445;Essunga;T5312;Jonslund;Västra Götaland
10423;2015;14;56;452;1415;Stenungsund;T4598;Svenshögen;Västra Götaland
10424;2015;14;77;572;1488;Trollhättan;T5108;Upphärad;Västra Götaland
10425;2015;14;137;960;1470;Vara;T5512;Vedum;Västra Götaland
10426;2015;14;361;1946;1421;Orust;T4592;Svanesund;Västra Götaland
10427;2015;14;600;8175;1498;Tidaholm;T5460;Tidaholm;Västra Götaland
10428;2015;14;890;17170;1499;Falköping;T5236;Falköping;Västra Götaland
10429;2015;14;79;231;1470;Vara;T5346;Larv;Västra Götaland
10430;2015;5;451;3269;560;Boxholm;T1040;Boxholm;Östergötland
10431;2015;14;187;1884;1445;Essunga;T5388;Nossebro;Västra Götaland
10432;2015;14;57;385;1462;Lilla Edet;T4872;Hjärtum;Västra Götaland
10433;2015;14;72;481;1498;Tidaholm;T5220;Ekedalen;Västra Götaland
10434;2015;5;567;7014;561;Åtvidaberg;T1328;Åtvidaberg;Östergötland
10435;2015;14;88;466;1499;Falköping;T5472;Torbjörntorp;Västra Götaland
10436;2015;5;54;291;561;Åtvidaberg;T1012;Berg;Östergötland
10437;2015;5;69;499;580;Linköping;T1044;Brokind;Östergötland
10438;2015;5;265;2685;563;Valdemarsvik;T1304;Valdemarsvik;Östergötland
10439;2015;14;277;2213;1488;Trollhättan;T5020;Sjuntorp;Västra Götaland
10440;2015;14;221;1036;1421;Orust;T4336;Ellös;Västra Götaland
10441;2015;5;260;2554;509;Ödeshög;T1332;Ödeshög;Östergötland
10442;2015;14;41;429;1499;Falköping;T5264;Gudhem;Västra Götaland
10443;2015;5;95;510;580;Linköping;T1020;Bestorp;Östergötland
10444;2015;5;85;450;560;Boxholm;T1264;Strålsnäs;Östergötland
10445;2015;14;69;391;1445;Essunga;T5250;Främmestad;Västra Götaland
10446;2015;14;83;592;1488;Trollhättan;T5038;Velanda;Västra Götaland
10447;2015;14;81;464;1470;Vara;T5204;Arentorp;Västra Götaland
10448;2015;14;88;451;1470;Vara;T5476;Tråvad;Västra Götaland
10449;2015;14;40;284;1470;Vara;T5224;Emtunga;Västra Götaland
10450;2015;14;141;647;1484;Lysekil;T4360;Grundsund;Västra Götaland
10451;2015;14;60;327;1488;Trollhättan;T5128;Väne-Åsaka;Västra Götaland
10452;2015;5;47;328;509;Ödeshög;T1108;Hästholmen;Östergötland
10453;2015;5;127;1149;563;Valdemarsvik;T1084;Gusum;Östergötland
10454;2015;14;399;3689;1485;Uddevalla;T4492;Ljungskile;Västra Götaland
10455;2015;14;169;1823;1499;Falköping;T5436;Stenstorp;Västra Götaland
10456;2015;14;226;451;1485;Uddevalla;T4534;Strandskogen, Restenäs och Ulvesund;Västra Götaland
10457;2015;14;331;4052;1470;Vara;T5500;Vara;Västra Götaland
10458;2015;5;46;322;580;Linköping;T1200;Nykil;Östergötland
10459;2015;14;470;2243;1421;Orust;T4384;Henån;Västra Götaland
10460;2015;5;37;368;580;Linköping;T1238;Skeda udde;Östergötland
10461;2015;14;72;262;1484;Lysekil;T4340;Fiskebäckskil;Västra Götaland
10462;2015;14;55;222;1497;Hjo;T5332;Korsberga;Västra Götaland
10463;2015;5;115;1047;561;Åtvidaberg;T1072;Grebo;Östergötland
10464;2015;14;497;6203;1497;Hjo;T5296;Hjo;Västra Götaland
10465;2015;14;175;1278;1470;Vara;T5336;Kvänum;Västra Götaland
10466;2015;5;118;573;586;Mjölby;T1316;Väderstad;Östergötland
10467;2015;14;190;227;1421;Orust;T4426;Höggeröd;Västra Götaland
10468;2015;14;165;447;1485;Uddevalla;T4626;Sjöskogen och Strand;Västra Götaland
10469;2015;5;44;236;586;Mjölby;T1096;Hogstad;Östergötland
10470;2015;14;471;7734;1484;Lysekil;T4496;Lysekil;Västra Götaland
10471;2015;5;73;411;561;Åtvidaberg;T1024;Björsäter;Östergötland
10472;2015;5;147;2228;580;Linköping;T1272;Sturefors;Östergötland
10473;2015;14;167;219;1421;Orust;T4644;Vindön och Töllås;Västra Götaland
10474;2015;14;129;809;1470;Vara;T5440;Stora Levene;Västra Götaland
10475;2015;14;96;384;1470;Vara;T5316;Jung;Västra Götaland
10476;2015;5;121;605;563;Valdemarsvik;T1224;Ringarum;Östergötland
10477;2015;5;49;374;586;Mjölby;T1260;Spångsholm;Östergötland
10478;2015;5;869;12858;586;Mjölby;T1180;Mjölby;Östergötland
10479;2015;14;2463;48573;1488;Trollhättan;T5084;Trollhättan;Västra Götaland
10480;2015;14;85;616;1496;Skövde;T5524;Värsås;Västra Götaland
10481;2015;14;148;563;1485;Uddevalla;T4296;Ammenäs;Västra Götaland
10482;2015;14;286;3644;1496;Skövde;T5424;Skultorp;Västra Götaland
10483;2015;14;246;2946;1444;Grästorp;T5260;Grästorp;Västra Götaland
10484;2015;5;339;3781;586;Mjölby;T1176;Mantorp;Östergötland
10485;2015;14;142;382;1485;Uddevalla;T4632;Kristevik och Sundsandvik;Västra Götaland
10486;2015;5;52;307;580;Linköping;T1236;Sjögestad;Östergötland
10487;2015;5;113;593;580;Linköping;T1252;Slaka;Östergötland
10488;2015;14;65;745;1495;Skara;T5200;Ardala;Västra Götaland
10489;2015;14;77;410;1485;Uddevalla;T5106;Utby;Västra Götaland
10490;2015;5;47;437;580;Linköping;T1008;Bankekind;Östergötland
10491;2015;14;96;461;1485;Uddevalla;T4482;Lanesund och Överby;Västra Götaland
10492;2015;5;178;2335;580;Linköping;T1308;Vikingstad;Östergötland
10493;2015;14;69;662;1495;Skara;T5504;Varnhem;Västra Götaland
10494;2015;14;401;4981;1487;Vänersborg;T5112;Vargön;Västra Götaland
10495;2015;14;50;212;1494;Lidköping;T5404;Saleby;Västra Götaland
10496;2015;14;116;1164;1495;Skara;T5208;Axvall;Västra Götaland
10497;2015;14;107;789;1494;Lidköping;T5320;Järpås;Västra Götaland
10498;2015;5;303;3358;586;Mjölby;T1244;Skänninge;Östergötland
10499;2015;14;67;1408;1485;Uddevalla;T4454;Kurveröd;Västra Götaland
10500;2015;5;41;247;580;Linköping;T1212;Rappestad;Östergötland
10501;2015;14;75;648;1496;Skövde;T5308;Igelstorp;Västra Götaland
10502;2015;14;106;260;1427;Sotenäs;T4500;Malmön;Västra Götaland
10503;2015;14;28;245;1485;Uddevalla;T4586;Smedseröd;Västra Götaland
10504;2015;14;72;456;1487;Vänersborg;T4974;Nordkroken;Västra Götaland
10505;2015;5;95;477;582;Söderköping;T1348;Östra Ryd;Östergötland
10506;2015;5;57;503;580;Linköping;T1004;Askeby;Östergötland
10507;2015;14;1131;23119;1487;Vänersborg;T5132;Vänersborg;Västra Götaland
10508;2015;14;2008;34781;1485;Uddevalla;T4608;Uddevalla;Västra Götaland
10509;2015;14;45;399;1487;Vänersborg;T4330;Katrinedal;Västra Götaland
10510;2015;14;839;11437;1495;Skara;T5420;Skara;Västra Götaland
10511;2015;5;41;207;580;Linköping;T1318;Västerlösa;Östergötland
10512;2015;14;115;1292;1427;Sotenäs;T4564;Smögen;Västra Götaland
10513;2015;5;273;5074;580;Linköping;T1172;Malmslätt;Östergötland
10514;2015;14;789;8396;1472;Tibro;T5456;Tibro;Västra Götaland
10515;2015;5;3777;106502;580;Linköping;T1152;Linköping;Östergötland
10516;2015;5;315;3311;580;Linköping;T1288;Tallboda;Östergötland
10517;2015;14;2211;36842;1496;Skövde;T5428;Skövde;Västra Götaland
10518;2015;14;404;3657;1427;Sotenäs;T4448;Kungshamn;Västra Götaland
10519;2015;14;469;2289;1484;Lysekil;T4316;Brastad;Västra Götaland
10520;2015;5;192;2853;580;Linköping;T1148;Linghem;Östergötland
10521;2015;14;61;384;1485;Uddevalla;T4398;Hogstorp;Västra Götaland
10522;2015;14;48;237;1495;Skara;T5216;Eggby;Västra Götaland
10523;2015;5;52;269;580;Linköping;T1142;Kränge;Östergötland
10524;2015;5;361;5674;584;Vadstena;T1300;Vadstena;Östergötland
10525;2015;5;53;293;583;Motala;T1064;Fågelsta;Östergötland
10526;2015;5;45;296;582;Söderköping;T1184;Mogata;Östergötland
10527;2015;14;126;499;1485;Uddevalla;T4338;Fagerhult;Västra Götaland
10528;2015;14;108;1033;1494;Lidköping;T5516;Vinninga;Västra Götaland
10529;2015;5;55;283;580;Linköping;T1068;Gistad;Östergötland
10530;2015;14;201;684;1472;Tibro;T5232;Fagersanna;Västra Götaland
10531;2015;5;57;460;583;Motala;T1060;Fornåsa;Östergötland
10532;2015;5;186;2485;580;Linköping;T1050;Ekängen;Östergötland
10533;2015;14;41;256;1496;Skövde;T5492;Ulvåker;Västra Götaland
10534;2015;14;143;558;1496;Skövde;T5348;Lerdala;Västra Götaland
10535;2015;14;129;909;1471;Götene;T5360;Lundsbrunn;Västra Götaland
10536;2015;5;107;1307;580;Linköping;T1016;Bergs slussar;Östergötland
10537;2015;5;54;488;582;Söderköping;T1320;Västra Husby;Östergötland
10538;2015;14;109;1373;1496;Skövde;T5444;Stöpen;Västra Götaland
10539;2015;14;53;226;1430;Munkedal;T4554;Torreby;Västra Götaland
10540;2015;5;41;248;583;Motala;T1136;Klockrike;Östergötland
10541;2015;5;505;7418;582;Söderköping;T1284;Söderköping;Östergötland
10542;2015;14;148;1047;1446;Karlsborg;T5384;Mölltorp;Västra Götaland
10543;2015;14;107;689;1494;Lidköping;T5240;Filsbäck;Västra Götaland
10544;2015;5;80;423;582;Söderköping;T1170;Snöveltorp;Östergötland
10545;2015;5;53;566;581;Norrköping;T1196;Norsholm;Östergötland
10546;2015;14;362;2053;1427;Sotenäs;T4404;Hunnebostrand;Västra Götaland
10547;2015;14;125;641;1496;Skövde;T5520;Väring;Västra Götaland
10548;2015;5;58;215;582;Söderköping;T1162;Luddingsbo;Östergötland
10549;2015;5;453;6763;580;Linköping;T1160;Ljungsbro;Östergötland
10550;2015;5;43;324;583;Motala;T1340;Österstad;Östergötland
10551;2015;14;1282;22988;1494;Lidköping;T5352;Lidköping;Västra Götaland
10552;2015;14;60;322;1494;Lidköping;T5890;Örslösa;Västra Götaland
10553;2015;14;97;640;1487;Vänersborg;T4820;Frändefors;Västra Götaland
10554;2015;14;128;447;1427;Sotenäs;T4312;Bovallstrand;Västra Götaland
10555;2015;14;116;895;1496;Skövde;T5468;Timmersdala;Västra Götaland
10556;2015;14;536;3910;1430;Munkedal;T4512;Munkedal;Västra Götaland
10557;2015;14;497;5027;1471;Götene;T5280;Götene;Västra Götaland
10558;2015;14;209;1737;1471;Götene;T5340;Källby;Västra Götaland
10559;2015;5;193;646;581;Norrköping;T1330;Öbonäs;Östergötland
10560;2015;14;356;3819;1494;Lidköping;T4486;Lidköping norra;Västra Götaland
10561;2015;14;519;3624;1446;Karlsborg;T5324;Karlsborg;Västra Götaland
10562;2015;5;170;1469;581;Norrköping;T1128;Kimstad;Östergötland
10563;2015;5;277;2942;583;Motala;T1028;Borensberg;Östergötland
10564;2015;5;2024;30944;583;Motala;T1188;Motala;Östergötland
10565;2015;14;97;901;1430;Munkedal;T4324;Dingle;Västra Götaland
10566;2015;14;143;989;1496;Skövde;T5464;Tidan;Västra Götaland
10567;2015;14;87;589;1439;Färgelanda;T5160;Ödeborg;Västra Götaland
10568;2015;14;83;323;1446;Karlsborg;T5248;Forsvik;Västra Götaland
10569;2015;5;119;868;581;Norrköping;T1344;Östra Husby;Östergötland
10570;2015;5;94;751;581;Norrköping;T1156;Ljunga;Östergötland
10571;2015;5;73;500;581;Norrköping;T1046;Eksund;Östergötland
10572;2015;14;183;1521;1487;Vänersborg;T4760;Brålanda;Västra Götaland
10573;2015;5;418;4023;581;Norrköping;T1248;Skärblacka;Östergötland
10574;2015;5;20;275;581;Norrköping;T1018;Berga;Östergötland
10575;2015;14;82;463;1439;Färgelanda;T5048;Stigen;Västra Götaland
10576;2015;5;64;255;581;Norrköping;T1178;Marby och Marbystrand;Östergötland
10577;2015;14;263;1986;1439;Färgelanda;T4828;Färgelanda;Västra Götaland
10578;2015;14;103;647;1473;Töreboda;T5376;Moholm;Västra Götaland
10579;2015;14;137;706;1435;Tanum;T4372;Hamburgsund;Västra Götaland
10580;2015;5;291;4763;581;Norrköping;T1144;Lindö;Östergötland
10581;2015;5;3668;93765;581;Norrköping;T1192;Norrköping;Östergötland
10582;2015;5;55;392;583;Motala;T1204;Nykyrka;Östergötland
10583;2015;14;116;816;1430;Munkedal;T4412;Hällevadsholm;Västra Götaland
10584;2015;5;28;236;581;Norrköping;T1088;Herstadberg;Östergötland
10585;2015;5;55;235;581;Norrköping;T1058;Djurön;Östergötland
10586;2015;4;143;241;480;Nyköping;T0838;Skeppsvik och Sjöskogen;Södermanland
10587;2015;14;159;683;1471;Götene;T5304;Hällekis;Västra Götaland
10588;2015;4;112;779;480;Nyköping;T0816;Nävekvarn;Södermanland
10589;2015;5;75;203;581;Norrköping;T1146;Kvarsebo och Säter;Östergötland
10590;2015;14;167;850;1435;Tanum;T4344;Fjällbacka;Västra Götaland
10591;2015;14;76;238;1446;Karlsborg;T5496;Undenäs;Västra Götaland
10592;2015;14;108;641;1493;Mariestad;T5356;Lugnås;Västra Götaland
10593;2015;5;484;3326;581;Norrköping;T1276;Svärtinge;Östergötland
10594;2015;14;73;283;1435;Tanum;T4532;Rabbalshede;Västra Götaland
10595;2015;4;58;210;480;Nyköping;T0728;Buskhyttan;Södermanland
10596;2015;14;124;885;1493;Mariestad;T5488;Ullervad;Västra Götaland
10597;2015;14;112;715;1439;Färgelanda;T4900;Högsäter;Västra Götaland
10598;2015;14;101;392;1430;Munkedal;T4380;Hedekas;Västra Götaland
10599;2015;5;65;464;562;Finspång;T1052;Falla;Östergötland
10600;2015;5;533;6917;581;Norrköping;T1324;Åby;Östergötland
10601;2015;5;146;201;583;Motala;T1322;Västanvik;Östergötland
10602;2015;5;579;5053;581;Norrköping;T1140;Krokek;Östergötland
10603;2015;4;1160;11157;481;Oxelösund;T0820;Oxelösund;Södermanland
10604;2015;4;21;228;481;Oxelösund;T0778;Inskogen;Södermanland
10605;2015;5;150;560;581;Norrköping;T1074;Graversfors;Östergötland
10606;2015;5;798;12807;562;Finspång;T1056;Finspång;Östergötland
10607;2015;5;40;290;562;Finspång;T1206;Butbro;Östergötland
10608;2015;5;77;518;583;Motala;T1292;Tjällmo;Östergötland
10609;2015;14;410;4626;1473;Töreboda;T5484;Töreboda;Västra Götaland
10610;2015;5;73;436;562;Finspång;T1256;Sonstorp;Östergötland
10611;2015;14;319;3797;1461;Mellerud;T4952;Mellerud;Västra Götaland
10612;2015;5;47;237;562;Finspång;T1032;Borggård;Östergötland
10613;2015;14;1134;16122;1493;Mariestad;T5372;Mariestad;Västra Götaland
10614;2015;4;41;223;480;Nyköping;T0916;Ålberga;Södermanland
10615;2015;4;30;210;480;Nyköping;T0854;Stavsjö;Södermanland
10616;2015;5;95;685;562;Finspång;T1168;Lotorp;Östergötland
10617;2015;5;99;335;562;Finspång;T1104;Hällestad;Östergötland
10618;2015;4;228;4124;480;Nyköping;T0702;Arnö;Södermanland
10619;2015;14;143;882;1461;Mellerud;T4776;Dals Rostock;Västra Götaland
