OBJECTID;AR;LANSKOD;AREA_HA;BEF;KOMMUNKOD;KOMMUNNAMN;TATORTSKOD;TATORT;LAN_NAMN
9888;2015;12;153;587;1292;Ängelholm;T2986;Lerbäckshult och Tullstorp;Skåne
9889;2015;12;37;252;1292;Ängelholm;T3102;Svenstorp;Skåne
9890;2015;10;166;980;1060;Olofström;T2684;Kyrkhult;Blekinge
9891;2015;12;326;1787;1293;Hässleholm;T3168;Vittsjö;Skåne
9892;2015;8;126;338;840;Mörbylånga;T2152;Degerhamn;Kalmar
9893;2015;10;43;222;1080;Karlskrona;T2716;Nävragöl;Blekinge
9894;2015;12;274;2386;1278;Båstad;T2880;Förslöv;Skåne
9895;2015;10;61;261;1081;Ronneby;T2632;Hallabro;Blekinge
9896;2015;12;220;891;1257;Örkelljunga;T3080;Skånes-Fagerhult;Skåne
9897;2015;12;938;7554;1273;Osby;T3032;Osby;Skåne
9898;2015;12;267;1986;1273;Osby;T3000;Lönsboda;Skåne
9899;2015;12;92;268;1293;Hässleholm;T2860;Emmaljunga;Skåne
9900;2015;12;204;937;1278;Båstad;T2888;Grevie;Skåne
9901;2015;8;217;1021;834;Torsås;T2112;Bergkvara;Kalmar
9902;2015;8;311;2000;834;Torsås;T2428;Torsås;Kalmar
9903;2015;13;53;239;1381;Laholm;T3968;Hasslöv;Halland
9904;2015;10;122;370;1080;Karlskrona;T2644;Holmsjö;Blekinge
9905;2015;12;145;552;1278;Båstad;T3172;Västra Karup;Skåne
9906;2015;13;159;987;1381;Laholm;T4184;Våxtorp;Halland
9907;2015;13;96;328;1381;Laholm;T3984;Hishult;Halland
9908;2015;10;78;275;1081;Ronneby;T2616;Eringsboda;Blekinge
9909;2015;12;164;789;1278;Båstad;T3220;Östra Karup;Skåne
9910;2015;8;160;943;834;Torsås;T2416;Söderåkra;Kalmar
9911;2015;12;434;1078;1278;Båstad;T3116;Torekov;Skåne
9912;2015;12;858;5146;1278;Båstad;T2840;Båstad;Skåne
9913;2015;8;103;202;840;Mörbylånga;T2284;Kastlösa;Kalmar
9914;2015;13;87;458;1381;Laholm;T4072;Ränneslöv;Halland
9915;2015;13;88;512;1381;Laholm;T4092;Skottorp;Halland
9916;2015;7;224;1474;763;Tingsryd;T1960;Ryd;Kronoberg
9917;2015;12;115;596;1273;Osby;T2956;Killeberg;Skåne
9918;2015;13;81;655;1381;Laholm;T4148;Vallberga;Halland
9919;2015;7;553;4664;767;Markaryd;T1940;Markaryd;Kronoberg
9920;2015;7;100;493;763;Tingsryd;T1892;Konga;Kronoberg
9921;2015;8;69;286;880;Kalmar;T2248;Halltorp;Kalmar
9922;2015;13;48;245;1381;Laholm;T4190;Ysby;Halland
9923;2015;13;534;6527;1381;Laholm;T4028;Laholm;Halland
9924;2015;13;831;3412;1381;Laholm;T4044;Mellbystrand;Halland
9925;2015;8;228;1824;840;Mörbylånga;T2344;Mörbylånga;Kalmar
9926;2015;7;408;3087;763;Tingsryd;T1992;Tingsryd;Kronoberg
9927;2015;13;293;1211;1381;Laholm;T4000;Knäred;Halland
9928;2015;8;104;658;862;Emmaboda;T2468;Vissefjärda;Kalmar
9929;2015;7;213;942;763;Tingsryd;T2004;Urshult;Kronoberg
9930;2015;13;95;872;1381;Laholm;T4036;Lilla Tjärby;Halland
9931;2015;7;79;305;763;Tingsryd;T1968;Rävemåla;Kronoberg
9932;2015;7;339;2246;767;Markaryd;T1980;Strömsnäsbruk;Kronoberg
9933;2015;8;125;663;880;Kalmar;T2368;Påryd;Kalmar
9934;2015;8;274;871;880;Kalmar;T2244;Hagby;Kalmar
9935;2015;13;205;1417;1381;Laholm;T4164;Veinge;Halland
9936;2015;7;977;9495;765;Älmhult;T2048;Älmhult;Kronoberg
9937;2015;13;84;653;1381;Laholm;T3936;Genevad;Halland
9938;2015;7;128;655;767;Markaryd;T2000;Traryd;Kronoberg
9939;2015;8;81;330;862;Emmaboda;T2312;Långasjö;Kalmar
9940;2015;8;124;524;880;Kalmar;T2452;Vassmolösa;Kalmar
9941;2015;13;61;667;1380;Halmstad;T3952;Gullbranna;Halland
9942;2015;8;147;438;840;Mörbylånga;T2458;Vickleby;Kalmar
9943;2015;13;90;679;1380;Halmstad;T3916;Eldsberga;Halland
9944;2015;8;75;277;840;Mörbylånga;T2240;Gårdby;Kalmar
9945;2015;13;65;486;1380;Halmstad;T4034;Laxvik;Halland
9946;2015;8;79;399;880;Kalmar;T2444;Tvärskog;Kalmar
9947;2015;8;31;208;880;Kalmar;T2482;Åmunnen;Kalmar
9948;2015;13;144;1569;1380;Halmstad;T4124;Trönninge;Halland
9949;2015;8;587;4818;862;Emmaboda;T2160;Emmaboda;Kalmar
9950;2015;8;204;1725;880;Kalmar;T2304;Ljungbyholm;Kalmar
9951;2015;8;59;419;880;Kalmar;T2154;Dunö;Kalmar
9952;2015;7;140;954;763;Tingsryd;T2020;Väckelsång;Kronoberg
9953;2015;7;135;906;765;Älmhult;T1832;Diö;Kronoberg
9954;2015;8;264;948;840;Mörbylånga;T2404;Skogsby;Kalmar
9955;2015;7;127;474;763;Tingsryd;T1932;Linneryd;Kronoberg
9956;2015;8;132;1631;880;Kalmar;T2376;Rinkabyholm;Kalmar
9957;2015;7;89;531;765;Älmhult;T1920;Liatorp;Kronoberg
9958;2015;8;660;5645;840;Mörbylånga;T2208;Färjestaden;Kalmar
9959;2015;7;120;586;761;Lessebo;T1976;Skruv;Kronoberg
9960;2015;8;238;3607;880;Kalmar;T2408;Smedby;Kalmar
9961;2015;7;53;256;780;Växjö;T1952;Nöbbele;Kronoberg
9962;2015;13;394;2296;1380;Halmstad;T3934;Frösakull;Halland
9963;2015;8;82;362;881;Nybro;T2484;Örsjö;Kalmar
9964;2015;8;175;862;840;Mörbylånga;T2092;Algutsrum;Kalmar
9965;2015;7;64;337;765;Älmhult;T1840;Eneryda;Kronoberg
9966;2015;8;139;412;862;Emmaboda;T2272;Johansfors;Kalmar
9967;2015;8;114;315;840;Mörbylånga;T2396;Saxnäs;Kalmar
9968;2015;13;45;359;1380;Halmstad;T4084;Skedala;Halland
9969;2015;8;271;1599;880;Kalmar;T2436;Trekanten;Kalmar
9970;2015;13;128;778;1380;Halmstad;T4176;Villshärad;Halland
9971;2015;8;1960;38408;880;Kalmar;T2280;Kalmar;Kalmar
9972;2015;8;135;366;840;Mörbylånga;T2214;Glömminge och Strandskogen;Kalmar
9973;2015;13;3650;66124;1380;Halmstad;T3960;Halmstad;Halland
9974;2015;13;142;1642;1380;Halmstad;T3948;Gullbrandstorp;Halland
9975;2015;7;85;622;764;Alvesta;T1860;Grimslöv;Kronoberg
9976;2015;13;109;648;1380;Halmstad;T4080;Simlångsdalen;Halland
9977;2015;8;403;5709;880;Kalmar;T2300;Lindsdal;Kalmar
9978;2015;8;93;205;862;Emmaboda;T2168;Eriksmåla;Kalmar
9979;2015;7;199;1762;780;Växjö;T1884;Ingelstad;Kronoberg
9980;2015;13;353;1681;1380;Halmstad;T3972;Haverdal;Halland
9981;2015;7;339;2857;761;Lessebo;T1916;Lessebo;Kronoberg
9982;2015;8;1077;13039;881;Nybro;T2352;Nybro;Kalmar
9983;2015;13;113;764;1380;Halmstad;T3988;Holm;Halland
9984;2015;13;144;1498;1380;Halmstad;T3964;Harplinge;Halland
9985;2015;13;187;1690;1380;Halmstad;T4192;Åled;Halland
9986;2015;8;118;209;885;Borgholm;T2410;Stora Rör;Kalmar
9987;2015;7;65;351;780;Växjö;T2002;Tävelsås;Kronoberg
9988;2015;8;102;418;885;Borgholm;T2266;Rälla;Kalmar
9989;2015;7;47;324;781;Ljungby;T1900;Kånna;Kronoberg
9990;2015;8;62;245;881;Nybro;T2292;Kristvallabrunn;Kalmar
9991;2015;7;281;3082;761;Lessebo;T1876;Hovmantorp;Kronoberg
9992;2015;7;247;1813;764;Alvesta;T2012;Vislanda;Kronoberg
9993;2015;8;150;463;880;Kalmar;T2422;Drag;Kalmar
9994;2015;13;73;398;1380;Halmstad;T4076;Sennan;Halland
9995;2015;8;120;878;880;Kalmar;T2316;Läckeby;Kalmar
9996;2015;13;98;948;1380;Halmstad;T4016;Kvibille;Halland
9997;2015;13;331;1112;1380;Halmstad;T4106;Steninge;Halland
9998;2015;8;175;898;880;Kalmar;T2380;Rockneby;Kalmar
9999;2015;8;51;200;881;Nybro;T2184;Flerohopp;Kalmar
10000;2015;7;81;687;780;Växjö;T2032;Åryd;Kronoberg
10001;2015;7;61;247;781;Ljungby;T1812;Angelstad;Kronoberg
10002;2015;7;131;665;781;Ljungby;T1924;Lidhult;Kronoberg
10003;2015;13;340;4172;1380;Halmstad;T4056;Oskarström;Halland
10004;2015;8;63;220;881;Nybro;T2192;Flygsfors;Kalmar
10005;2015;8;129;766;881;Nybro;T2356;Orrefors;Kalmar
10006;2015;13;238;1909;1380;Halmstad;T3940;Getinge;Halland
10007;2015;7;1224;15785;781;Ljungby;T1936;Ljungby;Kronoberg
10008;2015;7;174;985;761;Lessebo;T1896;Kosta;Kronoberg
10009;2015;7;61;368;780;Växjö;T1852;Furuby;Kronoberg
10010;2015;13;263;367;1382;Falkenberg;T4048;Långasand och Ugglarp;Halland
10011;2015;7;133;691;781;Ljungby;T1964;Ryssby;Kronoberg
10012;2015;13;127;991;1382;Falkenberg;T4104;Slöinge;Halland
10013;2015;7;253;1462;780;Växjö;T1856;Gemla;Kronoberg
10014;2015;8;83;223;881;Nybro;T2144;Bäckebo;Kalmar
10015;2015;13;78;458;1382;Falkenberg;T3976;Heberg;Halland
10016;2015;13;276;1846;1382;Falkenberg;T4096;Skrea;Halland
10017;2015;7;637;8627;764;Alvesta;T1808;Alvesta;Kronoberg
10018;2015;7;61;254;764;Alvesta;T1872;Hjortsberga;Kronoberg
10019;2015;7;236;1550;781;Ljungby;T1904;Lagan;Kronoberg
10020;2015;8;964;4344;885;Borgholm;T2132;Borgholm;Kalmar
10021;2015;13;45;321;1382;Falkenberg;T4196;Årstad;Halland
10022;2015;13;1809;24099;1382;Falkenberg;T3920;Falkenberg;Halland
10023;2015;8;104;448;881;Nybro;T2100;Alsterbro;Kalmar
10024;2015;13;145;242;1382;Falkenberg;T4182;Vinbergs kyrkby;Halland
10025;2015;13;153;823;1315;Hylte;T4144;Unnaryd;Halland
10026;2015;13;83;367;1315;Hylte;T4068;Rydöbruk;Halland
10027;2015;13;59;606;1382;Falkenberg;T4180;Vinberg;Halland
10028;2015;7;168;836;760;Uppvidinge;T1804;Alstermo;Kronoberg
10029;2015;13;146;1245;1315;Hylte;T4116;Torup;Halland
10030;2015;7;78;304;781;Ljungby;T2016;Vittaryd;Kronoberg
10031;2015;13;240;1082;1382;Falkenberg;T3944;Glommen;Halland
10032;2015;8;192;1357;861;Mönsterås;T2424;Timmernabben;Kalmar
10033;2015;6;171;1587;683;Värnamo;T1632;Rydaholm;Jönköping
10034;2015;8;379;2380;861;Mönsterås;T2120;Blomstermåla;Kalmar
10035;2015;7;237;1762;760;Uppvidinge;T1912;Lenhovda;Kronoberg
10036;2015;13;106;773;1382;Falkenberg;T4168;Vessigebro;Halland
10037;2015;13;75;539;1382;Falkenberg;T4040;Långås;Halland
10038;2015;13;52;240;1382;Falkenberg;T3908;Bergagård;Halland
10039;2015;13;87;308;1382;Falkenberg;T4052;Morup;Halland
10040;2015;7;256;1880;764;Alvesta;T1944;Moheda;Kronoberg
10041;2015;7;98;497;760;Uppvidinge;T2040;Älghult;Kronoberg
10042;2015;8;134;393;861;Mönsterås;T2354;Oknö;Kalmar
10043;2015;7;59;433;780;Växjö;T2028;Åby;Kronoberg
10044;2015;7;193;2395;780;Växjö;T1956;Rottne;Kronoberg
10045;2015;13;466;3992;1315;Hylte;T3992;Hyltebruk;Halland
10046;2015;7;65;369;764;Alvesta;T1996;Torpsbruk;Kronoberg
10047;2015;6;72;363;683;Värnamo;T1524;Horda;Jönköping
10048;2015;13;109;309;1315;Hylte;T3996;Kinnared;Halland
10049;2015;8;495;4998;861;Mönsterås;T2340;Mönsterås;Kalmar
10050;2015;7;150;1692;780;Växjö;T1820;Braås;Kronoberg
10051;2015;13;271;2640;1383;Varberg;T4132;Tvååker;Halland
10052;2015;9;127;335;980;Gotland;T2500;Burgsvik;Gotland
10053;2015;13;49;217;1382;Falkenberg;T4020;Köinge;Halland
10054;2015;6;72;333;683;Värnamo;T1532;Hånger;Jönköping
10055;2015;13;86;404;1315;Hylte;T4032;Landeryd;Halland
10056;2015;6;41;201;683;Värnamo;T1712;Tånnö;Jönköping
10057;2015;13;50;277;1383;Varberg;T3982;Himle;Halland
10058;2015;8;127;652;821;Högsby;T2388;Ruda;Kalmar
10059;2015;6;164;1263;683;Värnamo;T1428;Bor;Jönköping
10060;2015;13;70;235;1382;Falkenberg;T3924;Fegen;Halland
10061;2015;6;38;222;683;Värnamo;T1736;Åminne;Jönköping
10062;2015;13;82;259;1383;Varberg;T3994;Hunnestad;Halland
10063;2015;6;70;284;662;Gislaved;T1440;Broaryd;Jönköping
10064;2015;8;138;716;861;Mönsterås;T2188;Fliseryd;Kalmar
10065;2015;6;98;360;662;Gislaved;T1652;Skeppshult;Jönköping
10066;2015;7;279;1184;760;Uppvidinge;T1948;Norrhult-Klavreström;Kronoberg
10067;2015;13;65;400;1382;Falkenberg;T4216;Ätran;Halland
10068;2015;8;86;219;821;Högsby;T2172;Fagerhult;Kalmar
10069;2015;13;113;296;1383;Varberg;T3942;Getterön;Halland
10070;2015;8;70;317;882;Oskarshamn;T2164;Emsfors;Kalmar
10071;2015;13;111;699;1382;Falkenberg;T4140;Ullared;Halland
10072;2015;6;170;1510;683;Värnamo;T1472;Forsheda;Jönköping
10073;2015;13;92;537;1383;Varberg;T4060;Rolfstorp;Halland
10074;2015;13;2338;34248;1383;Varberg;T4156;Varberg;Halland
10075;2015;7;186;1694;780;Växjö;T1908;Lammhult;Kronoberg
10076;2015;7;302;2557;760;Uppvidinge;T2036;Åseda;Kronoberg
10077;2015;6;45;315;683;Värnamo;T1564;Kärda;Jönköping
10078;2015;8;117;1099;882;Oskarshamn;T2372;Påskallavik;Kalmar
10079;2015;8;260;1923;821;Högsby;T2264;Högsby;Kalmar
10080;2015;13;184;743;1383;Varberg;T4130;Bläshammar och Trönningenäs;Halland
10081;2015;6;516;4564;662;Gislaved;T1664;Smålandsstenar;Jönköping
10082;2015;6;186;1289;662;Gislaved;T1624;Reftele;Jönköping
10083;2015;6;220;1549;683;Värnamo;T1436;Bredaryd;Jönköping
10084;2015;13;154;486;1383;Varberg;T4112;Tofta;Halland
10085;2015;13;75;636;1383;Varberg;T4100;Skällinge;Halland
10086;2015;13;111;280;1383;Varberg;T4154;Valinge;Halland
10087;2015;8;137;437;821;Högsby;T2200;Fågelfors;Kalmar
10088;2015;6;1191;19061;683;Värnamo;T1732;Värnamo;Jönköping
10089;2015;9;95;270;980;Gotland;T2508;Havdhem;Gotland
10090;2015;6;198;932;662;Gislaved;T1452;Burseryd;Jönköping
10091;2015;13;199;965;1383;Varberg;T4136;Tångaberg;Halland
10092;2015;13;82;229;1383;Varberg;T4114;Torpa;Halland
10093;2015;8;145;713;821;Högsby;T2108;Berga;Kalmar
10094;2015;8;394;562;885;Borgholm;T2324;Löttorp;Kalmar
10095;2015;6;101;330;683;Värnamo;T1572;Lanna;Jönköping
10096;2015;13;345;679;1383;Varberg;T4194;Årnäs;Halland
10097;2015;6;118;582;684;Sävsjö;T1636;Rörvik;Jönköping
10098;2015;13;80;409;1383;Varberg;T4204;Åsby;Halland
10099;2015;13;113;445;1382;Falkenberg;T4212;Älvsered;Halland
10100;2015;6;55;328;617;Gnosjö;T1556;Kulltorp;Jönköping
10101;2015;8;101;356;882;Oskarshamn;T2124;Bockara;Kalmar
10102;2015;13;235;2036;1383;Varberg;T3912;Bua;Halland
10103;2015;13;150;765;1383;Varberg;T4188;Väröbacka;Halland
10104;2015;9;213;1668;980;Gotland;T2512;Hemse;Gotland
10105;2015;13;198;2260;1383;Varberg;T4160;Veddige;Halland
10106;2015;6;620;5076;662;Gislaved;T1400;Anderstorp;Jönköping
10107;2015;8;1473;18287;882;Oskarshamn;T2360;Oskarshamn;Kalmar
10108;2015;13;120;241;1383;Varberg;T4024;Nordvära och Källstorp;Halland
10109;2015;6;91;262;617;Gnosjö;T1714;Törestorp;Jönköping
10110;2015;6;116;731;685;Vetlanda;T1752;Korsberga;Jönköping
10111;2015;6;159;1019;684;Sävsjö;T1680;Stockaryd;Jönköping
10112;2015;8;286;1769;860;Hultsfred;T2464;Virserum;Kalmar
10113;2015;6;685;10180;662;Gislaved;T1484;Gislaved;Jönköping
10114;2015;6;242;1746;617;Gnosjö;T1508;Hillerstorp;Jönköping
10115;2015;8;237;857;860;Hultsfred;T2348;Mörlunda;Kalmar
10116;2015;14;77;300;1465;Svenljunga;T4956;Mjöbäck;Västra Götaland
10117;2015;13;95;361;1383;Varberg;T4012;Kungsäter;Halland
10118;2015;9;111;335;980;Gotland;T2540;Stånga;Gotland
10119;2015;6;56;202;685;Vetlanda;T1606;Nye;Jönköping
10120;2015;13;474;2832;1384;Kungsbacka;T3932;Frillesås;Halland
10121;2015;14;63;321;1465;Svenljunga;T5164;Östra Frölunda;Västra Götaland
10122;2015;6;65;266;665;Vaggeryd;T1552;Klevshult;Jönköping
10123;2015;6;213;1461;684;Sävsjö;T1728;Vrigstad;Jönköping
10124;2015;8;73;267;860;Hultsfred;T2384;Rosenfors;Kalmar
10125;2015;14;85;540;1465;Svenljunga;T5168;Överlida;Västra Götaland
10126;2015;6;547;4528;617;Gnosjö;T1488;Gnosjö;Jönköping
10127;2015;6;210;1438;685;Vetlanda;T1568;Landsbro;Jönköping
10128;2015;8;107;730;882;Oskarshamn;T2176;Figeholm;Kalmar
10129;2015;6;115;728;685;Vetlanda;T1600;Myresjö;Jönköping
10130;2015;14;156;1203;1463;Mark;T4880;Horred;Västra Götaland
10131;2015;8;320;1348;860;Hultsfred;T2336;Målilla;Kalmar
10132;2015;8;85;498;882;Oskarshamn;T2204;Fårbo;Kalmar
10133;2015;13;151;625;1384;Kungsbacka;T3998;Kläppa;Halland
10134;2015;13;907;6084;1384;Kungsbacka;T4200;Åsa;Halland
10135;2015;6;452;5374;684;Sävsjö;T1688;Sävsjö;Jönköping
10136;2015;6;92;488;685;Vetlanda;T1560;Kvillsfors;Jönköping
10137;2015;14;75;412;1463;Mark;T5076;Torestorp;Västra Götaland
10138;2015;8;181;1016;882;Oskarshamn;T2288;Kristdala;Kalmar
10139;2015;13;199;654;1384;Kungsbacka;T3898;Röda holme;Halland
10140;2015;8;142;510;860;Hultsfred;T2276;Järnforsen;Kalmar
10141;2015;14;66;330;1463;Mark;T5172;Öxabäck;Västra Götaland
10142;2015;6;50;273;617;Gnosjö;T1604;Nissafors;Jönköping
10143;2015;14;40;241;1465;Svenljunga;T4876;Holsljunga;Västra Götaland
10144;2015;14;102;301;1452;Tranemo;T4708;Ambjörnarp;Västra Götaland
10145;2015;9;292;1490;980;Gotland;T2520;Klintehamn;Gotland
10146;2015;6;121;783;685;Vetlanda;T1520;Holsbybrunn;Jönköping
10147;2015;6;52;420;685;Vetlanda;T1644;Sjunnen;Jönköping
10148;2015;6;1078;13430;685;Vetlanda;T1724;Vetlanda;Jönköping
10149;2015;6;390;3965;665;Vaggeryd;T1656;Skillingaryd;Jönköping
10150;2015;6;195;1327;662;Gislaved;T1504;Hestra;Jönköping
10151;2015;13;91;754;1384;Kungsbacka;T3914;Buerås;Halland
10152;2015;14;100;514;1463;Mark;T4736;Björketorp;Västra Götaland
10153;2015;13;67;200;1384;Kungsbacka;T3930;Fjärås station;Halland
10154;2015;6;60;220;685;Vetlanda;T1620;Pauliström;Jönköping
10155;2015;6;86;289;685;Vetlanda;T1648;Skede;Jönköping
10156;2015;13;289;1319;1384;Kungsbacka;T4224;Västra Hagen;Halland
10157;2015;13;118;338;1384;Kungsbacka;T4110;Sätinge;Halland
10158;2015;14;64;220;1452;Tranemo;T5100;Uddebo;Västra Götaland
10159;2015;14;84;369;1463;Mark;T4724;Berghem;Västra Götaland
10160;2015;13;205;2385;1384;Kungsbacka;T3928;Fjärås kyrkby;Halland
10161;2015;14;112;694;1452;Tranemo;T4832;Grimsås;Västra Götaland
10162;2015;6;214;1563;685;Vetlanda;T1456;Ekenässjön;Jönköping
10163;2015;13;1323;12275;1384;Kungsbacka;T4054;Onsala;Halland
10164;2015;13;410;1647;1384;Kungsbacka;T3956;Halla Heberg;Halland
10165;2015;6;231;1957;682;Nässjö;T1424;Bodafors;Jönköping
10166;2015;8;552;5510;860;Hultsfred;T2260;Hultsfred;Kalmar
10167;2015;6;513;5122;665;Vaggeryd;T1720;Vaggeryd;Jönköping
10168;2015;14;342;3224;1452;Tranemo;T5080;Tranemo;Västra Götaland
10169;2015;6;89;658;665;Vaggeryd;T1516;Hok;Jönköping
10170;2015;14;433;3592;1465;Svenljunga;T5060;Svenljunga;Västra Götaland
10171;2015;13;565;3929;1384;Kungsbacka;T4152;Vallda;Halland
10172;2015;6;82;323;685;Vetlanda;T1420;Björköby;Jönköping
10173;2015;8;86;394;860;Hultsfred;T2456;Vena;Kalmar
10174;2015;13;33;272;1384;Kungsbacka;T3986;Hjälm;Halland
10175;2015;14;38;329;1452;Tranemo;T4988;Rosenlund;Västra Götaland
10176;2015;8;125;681;860;Hultsfred;T2400;Silverdalen;Kalmar
10177;2015;14;1863;15019;1463;Mark;T4912;Kinna;Västra Götaland
10178;2015;9;502;627;980;Gotland;T2544;Tofta;Gotland
10179;2015;14;163;1434;1452;Tranemo;T4928;Limmared;Västra Götaland
10180;2015;6;49;341;682;Nässjö;T1492;Grimstorp;Jönköping
10181;2015;13;217;875;1384;Kungsbacka;T3954;Hagryd-Dala;Halland
10182;2015;14;166;1210;1463;Mark;T5064;Sätila;Västra Götaland
10183;2015;14;50;219;1452;Tranemo;T4936;Ljungsarp;Västra Götaland
10184;2015;9;228;1198;980;Gotland;T2532;Romakloster;Gotland
10185;2015;14;69;415;1463;Mark;T4992;Rydal;Västra Götaland
10186;2015;8;42;212;884;Vimmerby;T2440;Tuna;Kalmar
10187;2015;6;183;1087;682;Nässjö;T1584;Malmbäck;Jönköping
10188;2015;6;80;244;682;Nässjö;T1676;Stensjön;Jönköping
10189;2015;14;318;2307;1463;Mark;T4812;Fritsla;Västra Götaland
10190;2015;14;171;665;1463;Mark;T4892;Hyssna;Västra Götaland
10191;2015;8;149;1011;884;Vimmerby;T2412;Storebro;Kalmar
10192;2015;6;56;218;665;Vaggeryd;T1426;Bondstorp;Jönköping
10193;2015;14;123;802;1465;Svenljunga;T5016;Sexdrega;Västra Götaland
10194;2015;13;167;631;1384;Kungsbacka;T3950;Gundal och Högås;Halland
10195;2015;14;141;734;1452;Tranemo;T4784;Dalstorp;Västra Götaland
10196;2015;14;50;351;1480;Göteborg;T4612;Vrångö;Västra Götaland
10197;2015;14;142;1086;1452;Tranemo;T4940;Länghem;Västra Götaland
10198;2015;6;228;1503;686;Eksjö;T1588;Mariannelund;Jönköping
10199;2015;6;62;305;682;Nässjö;T1476;Fredriksdal;Jönköping
10200;2015;14;74;333;1490;Borås;T4916;Kinnarumma;Västra Götaland
10201;2015;14;61;201;1463;Mark;T4450;Ubbhult norra;Västra Götaland
10202;2015;9;90;372;980;Gotland;T2560;Västerhejde;Gotland
10203;2015;6;110;349;686;Eksjö;T1512;Hjältevad;Jönköping
10204;2015;8;65;326;883;Västervik;T2256;Hjorted;Kalmar
10205;2015;8;47;237;883;Västervik;T2432;Totebo;Kalmar
10206;2015;6;110;466;686;Eksjö;T1540;Ingatorp;Jönköping
10207;2015;6;76;237;686;Eksjö;T1444;Bruzaholm;Jönköping
10208;2015;14;235;682;1481;Mölndal;T4410;Hällesåker;Västra Götaland
10209;2015;14;104;1446;1480;Göteborg;T4332;Donsö;Västra Götaland
10210;2015;6;60;459;686;Eksjö;T1528;Hult;Jönköping
10211;2015;14;87;251;1401;Härryda;T4334;Eskilsby och Snugga;Västra Götaland
10212;2015;14;117;639;1465;Svenljunga;T4868;Hillared;Västra Götaland
10213;2015;9;358;1709;980;Gotland;T2548;Vibble;Gotland
10214;2015;14;397;3701;1490;Borås;T5120;Viskafors;Västra Götaland
10215;2015;14;96;459;1401;Härryda;T4354;Hällingsjö;Västra Götaland
10216;2015;14;178;1324;1480;Göteborg;T4588;Styrsö;Västra Götaland
10217;2015;14;64;463;1490;Borås;T4716;Aplared;Västra Götaland
10218;2015;6;63;216;682;Nässjö;T1614;Ormaryd;Jönköping
10219;2015;6;1134;17719;682;Nässjö;T1608;Nässjö;Jönköping
10220;2015;14;116;993;1490;Borås;T4996;Rydboholm;Västra Götaland
10221;2015;14;161;1522;1401;Härryda;T4544;Rävlanda;Västra Götaland
10222;2015;14;117;415;1401;Härryda;T4570;Stora Bugärde;Västra Götaland
10223;2015;8;751;8037;884;Vimmerby;T2460;Vimmerby;Kalmar
10224;2015;6;807;10157;686;Eksjö;T1460;Eksjö;Jönköping
10225;2015;14;96;536;1491;Ulricehamn;T4852;Gällstad;Västra Götaland
10226;2015;14;50;330;1491;Ulricehamn;T5004;Rånnaväg;Västra Götaland
10227;2015;14;33;339;1401;Härryda;T4526;Nya Långenäs;Västra Götaland
10228;2015;14;38;398;1480;Göteborg;T4298;Asperö;Västra Götaland
10229;2015;14;93;575;1491;Ulricehamn;T5116;Vegby;Västra Götaland
10230;2015;14;193;918;1480;Göteborg;T4322;Brännö;Västra Götaland
10231;2015;9;1369;23402;980;Gotland;T2552;Visby;Gotland
10232;2015;6;386;4486;680;Jönköping;T1692;Taberg;Jönköping
10233;2015;6;50;278;682;Nässjö;T1740;Äng;Jönköping
10234;2015;14;100;425;1490;Borås;T4310;Bosnäs;Västra Götaland
10235;2015;14;77;437;1490;Borås;T4792;Dannike;Västra Götaland
10236;2015;8;68;343;884;Vimmerby;T2196;Frödinge;Kalmar
10237;2015;6;195;2080;682;Nässjö;T1468;Forserum;Jönköping
10238;2015;14;336;3870;1443;Bollebygd;T4744;Bollebygd;Västra Götaland
10239;2015;8;169;1234;883;Västervik;T2104;Ankarsrum;Kalmar
10240;2015;14;73;617;1443;Bollebygd;T4984;Olsfors;Västra Götaland
10241;2015;14;63;252;1491;Ulricehamn;T4888;Hulu;Västra Götaland
10242;2015;14;1191;17579;1401;Härryda;T4520;Mölnlycke;Västra Götaland
10243;2015;14;43;630;1407;Öckerö;T4348;Fotö;Västra Götaland
10244;2015;6;251;3112;680;Jönköping;T1696;Tenhult;Jönköping
10245;2015;14;273;2533;1490;Borås;T4848;Gånghester och Målsryd;Västra Götaland
10246;2015;14;73;333;1443;Bollebygd;T4884;Hultafors;Västra Götaland
10247;2015;9;143;551;980;Gotland;T2506;Norra Visby;Gotland
10248;2015;6;201;2646;680;Jönköping;T1612;Barnarp och Odensjö;Jönköping
10249;2015;6;39;238;680;Jönköping;T1742;Öggestorp;Jönköping
10250;2015;6;115;834;682;Nässjö;T1408;Anneberg;Jönköping
10251;2015;6;58;200;680;Jönköping;T1628;Ryd;Jönköping
10252;2015;14;95;365;1401;Härryda;T4542;Rya;Västra Götaland
10253;2015;6;76;370;682;Nässjö;T1668;Solberga;Jönköping
10254;2015;14;877;8839;1401;Härryda;T4484;Landvetter;Västra Götaland
10255;2015;9;44;337;980;Gotland;T2556;Väskinde;Gotland
10256;2015;8;139;1022;883;Västervik;T2236;Gunnebo;Kalmar
10257;2015;14;258;4394;1402;Partille;T4631;Öjersjö;Västra Götaland
10258;2015;14;355;1146;1401;Härryda;T4424;Härryda;Västra Götaland
10259;2015;14;338;5293;1407;Öckerö;T4428;Hönö;Västra Götaland
10260;2015;14;968;6602;1490;Borås;T5008;Sandared, Sjömarken och Viared;Västra Götaland
